cve	rating	date	file
CVE-2025-39921	cold	2026-03-21	HEAD\2025-processed-clean.txt
CVE-2025-39922		2025-12-03	2025\November\december-2-ratings.txt
CVE-2025-39922		2026-03-21	2025\2025-ratings-final.txt
CVE-2025-39922	hot	2026-03-21	HEAD\2025-processed-clean.txt
CVE-2025-39923		2025-12-03	2025\November\december-2-ratings.txt
CVE-2025-39923		2026-03-21	2025\2025-ratings-final.txt
CVE-2025-39923	cold	2026-03-21	HEAD\2025-processed-clean.txt
CVE-2025-39924		2025-12-03	2025\November\december-2-ratings.txt
CVE-2025-39924		2026-03-21	2025\2025-ratings-final.txt
CVE-2025-39924	warm	2026-03-21	HEAD\2025-processed-clean.txt
CVE-2025-39925		2025-12-03	2025\November\december-2-ratings.txt
CVE-2025-39925		2026-03-21	2025\2025-ratings-final.txt
CVE-2025-39925	cold	2026-03-21	HEAD\2025-processed-clean.txt
CVE-2025-39926		2025-12-03	2025\November\december-2-ratings.txt
CVE-2025-39926		2026-03-21	2025\2025-ratings-final.txt
CVE-2025-39926	warm	2026-03-21	HEAD\2025-processed-clean.txt
CVE-2025-39927		2025-12-03	2025\November\december-2-ratings.txt
CVE-2025-39927		2026-03-21	2025\2025-ratings-final.txt
CVE-2025-39927	cold	2026-03-21	HEAD\2025-processed-clean.txt
CVE-2025-39928		2025-12-03	2025\November\december-2-ratings.txt
CVE-2025-39928		2026-03-21	2025\2025-ratings-final.txt
CVE-2025-39928	cold	2026-03-21	HEAD\2025-processed-clean.txt
CVE-2025-39929		2025-12-03	2025\November\december-2-ratings.txt
CVE-2025-39929		2026-03-21	2025\2025-ratings-final.txt
CVE-2025-39929	warm	2026-03-21	HEAD\2025-processed-clean.txt
CVE-2025-3993	cold	2025-12-03	2025\November\december-2-ratings.txt
CVE-2025-3993	cold	2026-03-21	2025\2025-ratings-final.txt
CVE-2025-3993	cold	2026-03-21	HEAD\2025-processed-clean.txt
CVE-2025-39930		2025-05-08	2025\may-8-run.txt
CVE-2025-39930		2025-08-31	2025\August\august-2025-combined-ratings.txt
CVE-2025-39930		2025-12-03	2025\November\december-2-ratings.txt
CVE-2025-39930		2026-03-21	2025\2025-ratings-final.txt
CVE-2025-39930	warm	2026-03-21	HEAD\2025-processed-clean.txt
CVE-2025-39931		2025-12-03	2025\November\december-2-ratings.txt
CVE-2025-39931		2026-03-21	2025\2025-ratings-final.txt
CVE-2025-39931	warm	2026-03-21	HEAD\2025-processed-clean.txt
CVE-2025-39932		2025-12-03	2025\November\december-2-ratings.txt
CVE-2025-39932		2026-03-21	2025\2025-ratings-final.txt
CVE-2025-39932	cold	2026-03-21	HEAD\2025-processed-clean.txt
CVE-2025-39933		2025-12-03	2025\November\december-2-ratings.txt
CVE-2025-39933		2026-03-21	2025\2025-ratings-final.txt
CVE-2025-39933	warm	2026-03-21	HEAD\2025-processed-clean.txt
CVE-2025-39934		2025-12-03	2025\November\december-2-ratings.txt
CVE-2025-39934		2026-03-21	2025\2025-ratings-final.txt
CVE-2025-39934	warm	2026-03-21	HEAD\2025-processed-clean.txt
CVE-2025-39935		2025-12-03	2025\November\december-2-ratings.txt
CVE-2025-39935		2026-03-21	2025\2025-ratings-final.txt
CVE-2025-39935	cold	2026-03-21	HEAD\2025-processed-clean.txt
CVE-2025-39936		2025-12-03	2025\November\december-2-ratings.txt
CVE-2025-39936		2026-03-21	2025\2025-ratings-final.txt
CVE-2025-39936	cold	2026-03-21	HEAD\2025-processed-clean.txt
CVE-2025-39937		2025-12-03	2025\November\december-2-ratings.txt
CVE-2025-39937		2026-03-21	2025\2025-ratings-final.txt
CVE-2025-39937	cold	2026-03-21	HEAD\2025-processed-clean.txt
CVE-2025-39938		2025-12-03	2025\November\december-2-ratings.txt
CVE-2025-39938		2026-03-21	2025\2025-ratings-final.txt
CVE-2025-39938	cold	2026-03-21	HEAD\2025-processed-clean.txt
CVE-2025-39939		2025-12-03	2025\November\december-2-ratings.txt
CVE-2025-39939		2026-03-21	2025\2025-ratings-final.txt
CVE-2025-39939	cold	2026-03-21	HEAD\2025-processed-clean.txt
CVE-2025-3994	cold	2025-12-03	2025\November\december-2-ratings.txt
CVE-2025-3994	cold	2026-03-21	2025\2025-ratings-final.txt
CVE-2025-3994	cold	2026-03-21	HEAD\2025-processed-clean.txt
CVE-2025-39940		2025-12-03	2025\November\december-2-ratings.txt
CVE-2025-39940		2026-03-21	2025\2025-ratings-final.txt
CVE-2025-39940	warm	2026-03-21	HEAD\2025-processed-clean.txt
CVE-2025-39941		2025-12-03	2025\November\december-2-ratings.txt
CVE-2025-39941		2026-03-21	2025\2025-ratings-final.txt
CVE-2025-39941	warm	2026-03-21	HEAD\2025-processed-clean.txt
CVE-2025-39942		2025-12-03	2025\November\december-2-ratings.txt
CVE-2025-39942		2026-03-21	2025\2025-ratings-final.txt
CVE-2025-39942	warm	2026-03-21	HEAD\2025-processed-clean.txt
CVE-2025-39943		2025-12-03	2025\November\december-2-ratings.txt
CVE-2025-39943		2026-03-21	2025\2025-ratings-final.txt
CVE-2025-39943	warm	2026-03-21	HEAD\2025-processed-clean.txt
CVE-2025-39944		2025-12-03	2025\November\december-2-ratings.txt
CVE-2025-39944		2026-03-21	2025\2025-ratings-final.txt
CVE-2025-39944	cold	2026-03-21	HEAD\2025-processed-clean.txt
CVE-2025-39945		2025-12-03	2025\November\december-2-ratings.txt
CVE-2025-39945		2026-03-21	2025\2025-ratings-final.txt
CVE-2025-39945	cold	2026-03-21	HEAD\2025-processed-clean.txt
CVE-2025-39946		2025-12-03	2025\November\december-2-ratings.txt
CVE-2025-39946		2026-03-21	2025\2025-ratings-final.txt
CVE-2025-39946	cold	2026-03-21	HEAD\2025-processed-clean.txt
CVE-2025-39947		2025-12-03	2025\November\december-2-ratings.txt
CVE-2025-39947		2026-03-21	2025\2025-ratings-final.txt
CVE-2025-39947	warm	2026-03-21	HEAD\2025-processed-clean.txt
CVE-2025-39948		2025-12-03	2025\November\december-2-ratings.txt
CVE-2025-39948		2026-03-21	2025\2025-ratings-final.txt
CVE-2025-39948	cold	2026-03-21	HEAD\2025-processed-clean.txt
CVE-2025-39949		2025-12-03	2025\November\december-2-ratings.txt
CVE-2025-39949		2026-03-21	2025\2025-ratings-final.txt
CVE-2025-39949	cold	2026-03-21	HEAD\2025-processed-clean.txt
CVE-2025-3995	cold	2025-12-03	2025\November\december-2-ratings.txt
CVE-2025-3995	cold	2026-03-21	2025\2025-ratings-final.txt
CVE-2025-3995	cold	2026-03-21	HEAD\2025-processed-clean.txt
CVE-2025-39950		2025-12-03	2025\November\december-2-ratings.txt
CVE-2025-39950		2026-03-21	2025\2025-ratings-final.txt
CVE-2025-39950	cold	2026-03-21	HEAD\2025-processed-clean.txt
CVE-2025-39951		2025-12-03	2025\November\december-2-ratings.txt
CVE-2025-39951		2026-03-21	2025\2025-ratings-final.txt
CVE-2025-39951	warm	2026-03-21	HEAD\2025-processed-clean.txt
CVE-2025-39952		2025-12-03	2025\November\december-2-ratings.txt
CVE-2025-39952		2026-03-21	2025\2025-ratings-final.txt
CVE-2025-39952	warm	2026-03-21	HEAD\2025-processed-clean.txt
CVE-2025-39953		2025-12-03	2025\November\december-2-ratings.txt
CVE-2025-39953		2026-03-21	2025\2025-ratings-final.txt
CVE-2025-39953	cold	2026-03-21	HEAD\2025-processed-clean.txt
CVE-2025-39954		2025-12-03	2025\November\december-2-ratings.txt
CVE-2025-39954		2026-03-21	2025\2025-ratings-final.txt
CVE-2025-39954	warm	2026-03-21	HEAD\2025-processed-clean.txt
CVE-2025-39955		2025-12-03	2025\November\december-2-ratings.txt
CVE-2025-39955		2026-03-21	2025\2025-ratings-final.txt
CVE-2025-39955	cold	2026-03-21	HEAD\2025-processed-clean.txt
CVE-2025-39956		2025-12-03	2025\November\december-2-ratings.txt
CVE-2025-39956		2026-03-21	2025\2025-ratings-final.txt
CVE-2025-39956	cold	2026-03-21	HEAD\2025-processed-clean.txt
CVE-2025-39957		2025-12-03	2025\November\december-2-ratings.txt
CVE-2025-39957		2026-03-21	2025\2025-ratings-final.txt
CVE-2025-39957	warm	2026-03-21	HEAD\2025-processed-clean.txt
CVE-2025-39958		2025-12-03	2025\November\december-2-ratings.txt
CVE-2025-39958		2026-03-21	2025\2025-ratings-final.txt
CVE-2025-39958	cold	2026-03-21	HEAD\2025-processed-clean.txt
CVE-2025-39959		2025-12-03	2025\November\december-2-ratings.txt
CVE-2025-39959		2026-03-21	2025\2025-ratings-final.txt
CVE-2025-39959	cold	2026-03-21	HEAD\2025-processed-clean.txt
CVE-2025-3996	cold	2025-12-03	2025\November\december-2-ratings.txt
CVE-2025-3996	cold	2026-03-21	2025\2025-ratings-final.txt
CVE-2025-3996	cold	2026-03-21	HEAD\2025-processed-clean.txt
CVE-2025-39960		2025-12-03	2025\November\december-2-ratings.txt
CVE-2025-39960		2026-03-21	2025\2025-ratings-final.txt
CVE-2025-39960	warm	2026-03-21	HEAD\2025-processed-clean.txt
CVE-2025-39961		2025-12-03	2025\November\december-2-ratings.txt
CVE-2025-39961		2026-03-21	2025\2025-ratings-final.txt
CVE-2025-39961	cold	2026-03-21	HEAD\2025-processed-clean.txt
CVE-2025-39962		2025-12-03	2025\November\december-2-ratings.txt
CVE-2025-39962		2026-03-21	2025\2025-ratings-final.txt
CVE-2025-39962	warm	2026-03-21	HEAD\2025-processed-clean.txt
CVE-2025-39963		2025-12-03	2025\November\december-2-ratings.txt
CVE-2025-39963		2026-03-21	2025\2025-ratings-final.txt
CVE-2025-39963	warm	2026-03-21	HEAD\2025-processed-clean.txt
CVE-2025-39964		2025-12-03	2025\November\december-2-ratings.txt
CVE-2025-39964		2026-03-21	2025\2025-ratings-final.txt
CVE-2025-39964	warm	2026-03-21	HEAD\2025-processed-clean.txt
CVE-2025-39965		2025-12-03	2025\November\december-2-ratings.txt
CVE-2025-39965		2026-03-21	2025\2025-ratings-final.txt
CVE-2025-39965	cold	2026-03-21	HEAD\2025-processed-clean.txt
CVE-2025-39966		2025-12-03	2025\November\december-2-ratings.txt
CVE-2025-39966		2026-03-21	2025\2025-ratings-final.txt
CVE-2025-39966	cold	2026-03-21	HEAD\2025-processed-clean.txt
CVE-2025-39967		2025-12-03	2025\November\december-2-ratings.txt
CVE-2025-39967		2026-03-21	2025\2025-ratings-final.txt
CVE-2025-39967	cold	2026-03-21	HEAD\2025-processed-clean.txt
CVE-2025-39968		2025-12-03	2025\November\december-2-ratings.txt
CVE-2025-39968		2026-03-21	2025\2025-ratings-final.txt
CVE-2025-39968	warm	2026-03-21	HEAD\2025-processed-clean.txt
CVE-2025-39969		2025-12-03	2025\November\december-2-ratings.txt
CVE-2025-39969		2026-03-21	2025\2025-ratings-final.txt
CVE-2025-39969	warm	2026-03-21	HEAD\2025-processed-clean.txt
CVE-2025-3997	cold	2025-12-03	2025\November\december-2-ratings.txt
CVE-2025-3997	cold	2026-03-21	2025\2025-ratings-final.txt
CVE-2025-3997	cold	2026-03-21	HEAD\2025-processed-clean.txt
CVE-2025-39970		2025-12-03	2025\November\december-2-ratings.txt
CVE-2025-39970		2026-03-21	2025\2025-ratings-final.txt
CVE-2025-39970	warm	2026-03-21	HEAD\2025-processed-clean.txt
CVE-2025-39971		2025-12-03	2025\November\december-2-ratings.txt
CVE-2025-39971		2026-03-21	2025\2025-ratings-final.txt
CVE-2025-39971	warm	2026-03-21	HEAD\2025-processed-clean.txt
CVE-2025-39972		2025-12-03	2025\November\december-2-ratings.txt
CVE-2025-39972		2026-03-21	2025\2025-ratings-final.txt
CVE-2025-39972	warm	2026-03-21	HEAD\2025-processed-clean.txt
CVE-2025-39973		2025-12-03	2025\November\december-2-ratings.txt
CVE-2025-39973		2026-03-21	2025\2025-ratings-final.txt
CVE-2025-39973	warm	2026-03-21	HEAD\2025-processed-clean.txt
CVE-2025-39974		2025-12-03	2025\November\december-2-ratings.txt
CVE-2025-39974		2026-03-21	2025\2025-ratings-final.txt
CVE-2025-39974	cold	2026-03-21	HEAD\2025-processed-clean.txt
CVE-2025-39975		2025-12-03	2025\November\december-2-ratings.txt
CVE-2025-39975		2026-03-21	2025\2025-ratings-final.txt
CVE-2025-39975	warm	2026-03-21	HEAD\2025-processed-clean.txt
CVE-2025-39976		2025-12-03	2025\November\december-2-ratings.txt
CVE-2025-39976		2026-03-21	2025\2025-ratings-final.txt
CVE-2025-39976	warm	2026-03-21	HEAD\2025-processed-clean.txt
CVE-2025-39977		2025-12-03	2025\November\december-2-ratings.txt
CVE-2025-39977		2026-03-21	2025\2025-ratings-final.txt
CVE-2025-39977	cold	2026-03-21	HEAD\2025-processed-clean.txt
CVE-2025-39978		2025-12-03	2025\November\december-2-ratings.txt
CVE-2025-39978		2026-03-21	2025\2025-ratings-final.txt
CVE-2025-39978	warm	2026-03-21	HEAD\2025-processed-clean.txt
CVE-2025-39979		2025-12-03	2025\November\december-2-ratings.txt
CVE-2025-39979		2026-03-21	2025\2025-ratings-final.txt
CVE-2025-39979	cold	2026-03-21	HEAD\2025-processed-clean.txt
CVE-2025-3998	cold	2025-12-03	2025\November\december-2-ratings.txt
CVE-2025-3998	cold	2026-03-21	2025\2025-ratings-final.txt
CVE-2025-3998	cold	2026-03-21	HEAD\2025-processed-clean.txt
CVE-2025-39980		2025-12-03	2025\November\december-2-ratings.txt
CVE-2025-39980		2026-03-21	2025\2025-ratings-final.txt
CVE-2025-39980	cold	2026-03-21	HEAD\2025-processed-clean.txt
CVE-2025-39981		2025-12-03	2025\November\december-2-ratings.txt
CVE-2025-39981		2026-03-21	2025\2025-ratings-final.txt
CVE-2025-39981	cold	2026-03-21	HEAD\2025-processed-clean.txt
CVE-2025-39982		2025-12-03	2025\November\december-2-ratings.txt
CVE-2025-39982		2026-03-21	2025\2025-ratings-final.txt
CVE-2025-39982	cold	2026-03-21	HEAD\2025-processed-clean.txt
CVE-2025-39983		2025-12-03	2025\November\december-2-ratings.txt
CVE-2025-39983		2026-03-21	2025\2025-ratings-final.txt
CVE-2025-39983	cold	2026-03-21	HEAD\2025-processed-clean.txt
CVE-2025-39984		2025-12-03	2025\November\december-2-ratings.txt
CVE-2025-39984		2026-03-21	2025\2025-ratings-final.txt
CVE-2025-39984	cold	2026-03-21	HEAD\2025-processed-clean.txt
CVE-2025-39985		2025-12-03	2025\November\december-2-ratings.txt
CVE-2025-39985		2026-03-21	2025\2025-ratings-final.txt
CVE-2025-39985	cold	2026-03-21	HEAD\2025-processed-clean.txt
CVE-2025-39986		2025-12-03	2025\November\december-2-ratings.txt
CVE-2025-39986		2026-03-21	2025\2025-ratings-final.txt
CVE-2025-39986	cold	2026-03-21	HEAD\2025-processed-clean.txt
CVE-2025-39987		2025-12-03	2025\November\december-2-ratings.txt
CVE-2025-39987		2026-03-21	2025\2025-ratings-final.txt
CVE-2025-39987	cold	2026-03-21	HEAD\2025-processed-clean.txt
CVE-2025-39988		2025-12-03	2025\November\december-2-ratings.txt
CVE-2025-39988		2026-03-21	2025\2025-ratings-final.txt
CVE-2025-39988	cold	2026-03-21	HEAD\2025-processed-clean.txt
CVE-2025-39989		2025-12-03	2025\November\december-2-ratings.txt
CVE-2025-39989		2026-03-21	2025\2025-ratings-final.txt
CVE-2025-39989	cold	2026-03-21	HEAD\2025-processed-clean.txt
CVE-2025-3999	cold	2025-12-03	2025\November\december-2-ratings.txt
CVE-2025-3999	cold	2026-03-21	2025\2025-ratings-final.txt
CVE-2025-3999	cold	2026-03-21	HEAD\2025-processed-clean.txt
CVE-2025-39990		2025-12-03	2025\November\december-2-ratings.txt
CVE-2025-39990		2026-03-21	2025\2025-ratings-final.txt
CVE-2025-39990	cold	2026-03-21	HEAD\2025-processed-clean.txt
CVE-2025-39991		2025-12-03	2025\November\december-2-ratings.txt
CVE-2025-39991		2026-03-21	2025\2025-ratings-final.txt
CVE-2025-39991	warm	2026-03-21	HEAD\2025-processed-clean.txt
CVE-2025-39992		2025-12-03	2025\November\december-2-ratings.txt
CVE-2025-39992		2026-03-21	2025\2025-ratings-final.txt
CVE-2025-39992	cold	2026-03-21	HEAD\2025-processed-clean.txt
CVE-2025-39993		2025-12-03	2025\November\december-2-ratings.txt
CVE-2025-39993		2026-03-21	2025\2025-ratings-final.txt
CVE-2025-39993	cold	2026-03-21	HEAD\2025-processed-clean.txt
CVE-2025-39994		2025-12-03	2025\November\december-2-ratings.txt
CVE-2025-39994		2026-03-21	2025\2025-ratings-final.txt
CVE-2025-39994	cold	2026-03-21	HEAD\2025-processed-clean.txt
CVE-2025-39995		2025-12-03	2025\November\december-2-ratings.txt
CVE-2025-39995		2026-03-21	2025\2025-ratings-final.txt
CVE-2025-39995	cold	2026-03-21	HEAD\2025-processed-clean.txt
CVE-2025-39996		2025-12-03	2025\November\december-2-ratings.txt
CVE-2025-39996		2026-03-21	2025\2025-ratings-final.txt
CVE-2025-39996	cold	2026-03-21	HEAD\2025-processed-clean.txt
CVE-2025-39997		2025-12-03	2025\November\december-2-ratings.txt
CVE-2025-39997		2026-03-21	2025\2025-ratings-final.txt
CVE-2025-39997	cold	2026-03-21	HEAD\2025-processed-clean.txt
CVE-2025-39998		2025-12-03	2025\November\december-2-ratings.txt
CVE-2025-39998		2026-03-21	2025\2025-ratings-final.txt
CVE-2025-39998	warm	2026-03-21	HEAD\2025-processed-clean.txt
CVE-2025-39999		2025-12-03	2025\November\december-2-ratings.txt
