cve	rating	assigner	published	title	description	vendor	product
CVE-2025-1265	hot	icscert	2025-02-20T19:11:14.562Z	Elseta Vinci Protocol Analyzer OS Command Injection	An OS command injection vulnerability exists in Vinci Protocol Analyzer that could allow an attacker to escalate privileges and perform code execution on affected system.	ELSETA	Vinci Protocol Analyzer
CVE-2025-1268	hot	Canon	2025-03-31T00:52:18.516Z		Out-of-bounds vulnerability in EMF Recode processing of Generic Plus PCL6 Printer Driver / Generic Plus UFR II Printer Driver / Generic Plus LIPS4 Printer Driver / Generic Plus LIPSLX Printer Driver / Generic Plus PS Printer Driver / Generic FAX Printer Driver / UFRII LT Printer Driver / CARPS2 Printer Driver / PDF Driver	CANON	CARPS2 Printer Driver; Generic FAX Printer Driver; Generic Plus LIPS4 Printer Driver; Generic Plus LIPSLX Printer Driver; Generic Plus PCL6 Printer Driver; Generic Plus PS Printer Driver; Generic Plus UFR II Printer Driver; PDF Driver; UFRII LT Printer Driver
CVE-2025-1270	hot	INCIBE	2025-02-13T12:48:15.216Z	Insecure direct object reference (IDOR) vulnerability in H6Web	"Insecure direct object reference (IDOR) vulnerability in Anapi Group's h6web, allows an authenticated attacker to access other users' information by making a POST request and modifying the “pkrelated” parameter in the “/h6web/ha_datos_hermano.php” endpoint to refer to another user. In addition, the first request could also allow the attacker to impersonate other users. As a result, all requests made after exploitation of the IDOR vulnerability will be executed with the privileges of the impersonated user."	ANAPI GROUP	H6Web
CVE-2025-1283	hot	icscert	2025-02-13T21:11:45.840Z	Dingtian DT-R0 Series Authentication Bypass Using an Alternate Path or Channel	"The Dingtian DT-R0 Series is vulnerable to an exploit that allows 
attackers to bypass login requirements by directly navigating to the 
main page."	DINGTIAN	DT-R002; DT-R008; DT-R016; DT-R032
CVE-2025-1290	hot	ChromeOS	2025-04-17T00:13:35.225Z		"A race condition Use-After-Free vulnerability exists in the virtio_transport_space_update function within the Kernel 5.4 on ChromeOS. Concurrent allocation and freeing of the virtio_vsock_sock structure 
during an AF_VSOCK connect syscall can occur before a worker thread accesses it resulting in a dangling pointer and potential kernel code execution."	GOOGLE	ChromeOS
CVE-2025-1292	hot	ChromeOS	2025-04-15T19:46:26.679Z	TPM2 Out-Of-Bounds Write Leading to Potential Operating System Verification Bypass in ChromeOS	"Out-Of-Bounds Write in TPM2 Reference Library in Google ChromeOS 122.0.6261.132  stable on Cr50 Boards allows an attacker with root access to gain persistence and 
bypass operating system verification via exploiting the NV_Read functionality during the Challenge-Response process."	GOOGLE	ChromeOS
CVE-2025-1316	hot	icscert	2025-03-04T23:36:59.724Z	Edimax IC-7100 IP Camera OS Command Injection	Edimax IC-7100 does not properly neutralize requests. An attacker can create specially crafted requests to achieve remote code execution on the device	EDIMAX	IC-7100 IP Camera
CVE-2025-1329	hot	ibm	2025-05-08T21:53:48.475Z	IBM CICS TX code execution	"IBM CICS TX Standard 11.1 and IBM CICS TX Advanced 10.1 and 11.1 could allow a local user to execute arbitrary code on the system due to failure to handle DNS return requests by the 

gethostbyaddr 

 function."	IBM	CICS TX Advanced; CICS TX Standard
CVE-2025-1330	hot	ibm	2025-05-08T21:54:42.271Z	IBM CICS TX code execution	IBM CICS TX Standard 11.1 and IBM CICS TX Advanced 10.1 and 11.1  could allow a local user to execute arbitrary code on the system due to failure to handle DNS return requests by the gethostbyname  function.	IBM	CICS TX Advanced; CICS TX Standard
CVE-2025-1331	hot	ibm	2025-05-08T21:55:41.116Z	IBM CICS TX code execution	IBM CICS TX Standard 11.1 and IBM CICS TX Advanced 10.1 and 11.1 could allow a local user to execute arbitrary code on the system due to the use of unsafe use of the gets function.	IBM	CICS TX Advanced; CICS TX Standard
CVE-2025-1385	hot	ClickHouse	2025-03-20T07:13:34.577Z	Fail input validation in clickhouse-library-bridge API could lead to RCE under specific configuration	"When the library bridge feature is enabled, the clickhouse-library-bridge exposes an HTTP API on localhost. This allows clickhouse-server to dynamically load a library from a specified path and execute it in an isolated process. Combined with the ClickHouse table engine functionality that permits file uploads to specific directories, a misconfigured server can be exploited by an attacker with privilege to access to both table engines to execute arbitrary code on the ClickHouse server.

You can check if your ClickHouse server is vulnerable to this vulnerability by inspecting the configuration file and confirming if the following setting is enabled:

<library_bridge>
   <port>9019</port>
</library_bridge>"	CLICKHOUSE	ClickHouse OSS
CVE-2025-1387	hot	twcert	2025-02-17T03:40:45.783Z	Learning Digital Orca HCM - Improper Authentication	"Orca HCM from LEARNING DIGITAL has an Improper Authentication vulnerability, allowing unauthenticated remote attackers to log in to the system as any user."	LEARNING DIGITAL	Orca HCM
CVE-2025-1393	hot	CERTVDE	2025-03-05T08:03:09.239Z	Weidmueller: Authentication Vulnerability due to Hard-coded Credentials	An unauthenticated remote attacker can use hard-coded credentials to gain full administration privileges on the affected product.	WEIDMUELLER	PROCON-WIN
CVE-2025-1403	hot	ibm	2025-02-21T16:55:03.802Z	Qiskit SDK denial of service	Qiskit SDK 0.45.0 through 1.2.4 could allow a remote attacker to cause a denial of service using a maliciously crafted QPY file containing a malformed symengine serialization stream which can cause a segfault within the symengine library.	IBM	Qiskit SDK
CVE-2025-1411	hot	ibm	2025-06-15T12:34:16.870Z	IBM Security Verify Directory Container command execution	IBM Security Verify Directory Container 10.0.0.0 through 10.0.3.1 could allow a local user to execute commands as root due to execution with unnecessary privileges.	IBM	Security Verify Directory
CVE-2025-1414	hot	mozilla	2025-02-18T13:39:33.402Z		Memory safety bugs present in Firefox 135. Some of these bugs showed evidence of memory corruption and we presume that with enough effort some of these could have been exploited to run arbitrary code. This vulnerability affects Firefox < 135.0.1.	MOZILLA	Firefox
CVE-2025-1426	hot	Chrome	2025-02-19T16:55:31.252Z		Heap buffer overflow in GPU in Google Chrome on Android prior to 133.0.6943.126 allowed a remote attacker to potentially exploit heap corruption via a crafted HTML page. (Chromium security severity: High)	GOOGLE	Chrome
CVE-2025-1445	hot	Hitachi Energy	2025-03-25T12:38:56.794Z		"A vulnerability exists in RTU IEC 61850 client and server functionality that could impact the availability if renegotiation of an open IEC61850 TLS connection takes place in specific timing situations, when IEC61850 communication is active.

Precondition is that IEC61850 as client or server are configured using TLS on RTU500 device. It affects the CMU the IEC61850 stack is configured on."	HITACHI ENERGY	RTU500
CVE-2025-1449	hot	Rockwell	2025-03-31T16:00:56.951Z	Admin Shell Access Vulnerability in Rockwell Automation Verve Asset Manager	"A vulnerability exists in the Rockwell Automation Verve Asset Manager due to insufficient variable sanitizing. A portion of the administrative web interface for Verve's Legacy Agentless Device Inventory (ADI) capability (deprecated since the 1.36 release) allows users to change a variable with inadequate sanitizing. If exploited, it could allow a threat actor with administrative access to run arbitrary commands in the context of the container running the service."	ROCKWELL AUTOMATION	Verve Asset Manager
CVE-2025-1492	hot	GitLab	2025-02-20T01:30:46.055Z	Uncontrolled Recursion in Wireshark	Bundle Protocol and CBOR dissector crashes in Wireshark 4.4.0 to 4.4.3 and 4.2.0 to 4.2.10 allows denial of service via packet injection or crafted capture file	WIRESHARK FOUNDATION	Wireshark
CVE-2025-1550	hot	Google	2025-03-11T08:12:34.974Z	Arbitrary Code Execution via Crafted Keras Config for Model Loading	"The Keras Model.load_model function permits arbitrary code execution, even with safe_mode=True, through a manually constructed, malicious .keras archive. By altering the config.json file within the archive, an attacker can specify arbitrary Python modules and functions, along with their arguments, to be loaded and executed during model loading."	GOOGLE	Keras
CVE-2025-1566	hot	ChromeOS	2025-04-16T23:06:27.847Z		DNS Leak in Native System VPN in Google ChromeOS Dev Channel on ChromeOS 16002.23.0 allows network observers to expose plaintext DNS queries via failure to properly tunnel DNS traffic during VPN state transitions.	GOOGLE	ChromeOS
CVE-2025-1568	hot	ChromeOS	2025-04-16T23:06:28.902Z		Access Control Vulnerability in Gerrit chromiumos project configuration in Google ChromeOS 16063.87.0 allows an attacker with a registered Gerrit account to inject malicious code into ChromeOS projects and potentially achieve Remote Code Execution and Denial of Service via editing trusted pipelines by insufficient access controls and misconfigurations in Gerrit's project.config.	GOOGLE	ChromeOS
CVE-2025-1700	hot	lenovo	2025-07-17T19:16:40.562Z		A DLL hijacking vulnerability was reported in the Motorola Software Fix (Rescue and Smart Assistant) installer that could allow a local attacker to escalate privileges during installation of the software.	MOTOROLA	Software Fix
CVE-2025-1704	hot	ChromeOS	2025-04-16T23:06:28.279Z		"ComponentInstaller Modification in ComponentInstaller in Google ChromeOS 15823.23.0 on Chromebooks allows enrolled users with local access to unenroll devices 
and intercept device management requests via loading components from the unencrypted stateful partition."	GOOGLE	ChromeOS
CVE-2025-1713	hot	XEN	2025-07-17T13:59:46.231Z	deadlock potential with VT-d and legacy PCI device pass-through	"When setting up interrupt remapping for legacy PCI(-X) devices,
including PCI(-X) bridges, a lookup of the upstream bridge is required.
This lookup, itself involving acquiring of a lock, is done in a context
where acquiring that lock is unsafe.  This can lead to a deadlock."	XEN	Xen
CVE-2025-1731	hot	Zyxel	2025-04-22T01:52:04.064Z		An incorrect permission assignment vulnerability in the PostgreSQL commands of the Zyxel USG FLEX H series uOS firmware versions from V1.20 through V1.31 could allow an authenticated local attacker with low privileges to gain access to the Linux shell and escalate their privileges by crafting malicious scripts or modifying system configurations with administrator-level access through a stolen token. Modifying the system configuration is only possible if the administrator has not logged out and the token remains valid.	ZYXEL	USG FLEX H series uOS firmware
CVE-2025-1751	hot	ATIS	2025-02-27T12:03:10.610Z	SQL Injection CIGES	"A SQL Injection vulnerability has been found in Ciges 2.15.5 from ATISoluciones. This vulnerability allows an attacker to retrieve, create, update and delete database via $idServicio parameter in /modules/ajaxBloqueaCita.php endpoint."	ATISOLUCIONES	CIGES
CVE-2025-1795	hot	PSF	2025-02-28T18:59:31.784Z	Mishandling of comma during folding and unicode-encoding of email headers	During an address list folding when a separating comma ends up on a folded line and that line is to be unicode-encoded then the separator itself is also unicode-encoded. Expected behavior is that the separating comma remains a plan comma. This can result in the address header being misinterpreted by some mail servers.	PYTHON SOFTWARE FOUNDATION	CPython
CVE-2025-1796	hot	@huntr_ai	2025-03-20T10:08:46.897Z	Admin account takeover through weak Pseudo-Random number generator used in generating password reset codes in langgenius/dify	"A vulnerability in langgenius/dify v0.10.1 allows an attacker to take over any account, including administrator accounts, by exploiting a weak pseudo-random number generator (PRNG) used for generating password reset codes. The application uses `random.randint` for this purpose, which is not suitable for cryptographic use and can be cracked. An attacker with access to workflow tools can extract the PRNG output and predict future password reset codes, leading to a complete compromise of the application."	LANGGENIUS	langgenius/dify
CVE-2025-1863	hot	YokogawaGroup	2025-04-18T05:55:26.303Z	Insecure default settings for recorder products	"Insecure default settings have been found in recorder products provided by Yokogawa Electric Corporation. The default setting of the authentication function is disabled on the affected products. Therefore, when connected to a network with default settings, anyone can access all functions related to settings and operations. As a result, an attacker can illegally manipulate and configure important data such as measured values and settings.
This issue affects GX10 / GX20 / GP10 / GP20 Paperless Recorders: R5.04.01 or earlier; GM Data Acquisition System: R5.05.01 or earlier; DX1000 / DX2000 / DX1000N Paperless Recorders: R4.21 or earlier; FX1000 Paperless Recorders: R1.31 or earlier; ?R10000 / ?R20000 Chart Recorders: R1.51 or earlier; MW100 Data Acquisition Units: All versions; DX1000T / DX2000T Paperless Recorders: All versions; CX1000 / CX2000 Paperless Recorders: All versions."	YOKOGAWA ELECTRIC CORPORATION	CX1000 / CX2000 Paperless Recorders; DX1000 / DX2000 / DX1000N Paperless Recorders; DX1000T / DX2000T Paperless Recorders; FX1000 Paperless Recorders; GM Data Acquisition System; GX10 / GX20 / GP10 / GP20 Paperless Recorders; MW100 Data Acquisition Units; ?R10000 / ?R20000 Chart Recorders
CVE-2025-1907	hot	icscert	2025-05-29T23:12:12.540Z	Instantel Micromate Missing Authentication for Critical Function	Instantel Micromate lacks authentication on a configuration port which could allow an attacker to execute commands if connected.	INSTANTEL	Micromate
CVE-2025-1915	hot	Chrome	2025-03-05T03:48:35.884Z		Improper Limitation of a Pathname to a Restricted Directory in DevTools in Google Chrome on Windows prior to 134.0.6998.35 allowed an attacker who convinced a user to install a malicious extension to bypass file access restrictions via a crafted Chrome Extension. (Chromium security severity: Medium)	GOOGLE	Chrome
CVE-2025-1918	hot	Chrome	2025-03-05T03:48:36.637Z		Out of bounds read in PDFium in Google Chrome prior to 134.0.6998.35 allowed a remote attacker to potentially perform out of bounds memory access via a crafted PDF file. (Chromium security severity: Medium)	GOOGLE	Chrome
CVE-2025-1930	hot	mozilla	2025-03-04T13:31:22.418Z		"On Windows, a compromised content process could use bad StreamData sent over AudioIPC to trigger a use-after-free in the Browser process. This could have led to a sandbox escape. This vulnerability affects Firefox < 136, Firefox ESR < 115.21, Firefox ESR < 128.8, Thunderbird < 136, and Thunderbird < 128.8."	MOZILLA	Firefox; Firefox ESR; Thunderbird
CVE-2025-1931	hot	mozilla	2025-03-04T13:31:23.221Z		"It was possible to cause a use-after-free in the content process side of a WebTransport connection, leading to a potentially exploitable crash. This vulnerability affects Firefox < 136, Firefox ESR < 115.21, Firefox ESR < 128.8, Thunderbird < 136, and Thunderbird < 128.8."	MOZILLA	Firefox; Firefox ESR; Thunderbird
CVE-2025-1933	hot	mozilla	2025-03-04T13:31:23.856Z		"On 64-bit CPUs, when the JIT compiles WASM i32 return values they can pick up bits from left over memory. This can potentially cause them to be treated as a different type. This vulnerability affects Firefox < 136, Firefox ESR < 115.21, Firefox ESR < 128.8, Thunderbird < 136, and Thunderbird < 128.8."	MOZILLA	Firefox; Firefox ESR; Thunderbird
CVE-2025-1935	hot	mozilla	2025-03-04T13:31:25.890Z		"A web page could trick a user into setting that site as the default handler for a custom URL protocol. This vulnerability affects Firefox < 136, Firefox ESR < 128.8, Thunderbird < 136, and Thunderbird < 128.8."	MOZILLA	Firefox; Firefox ESR; Thunderbird
CVE-2025-1936	hot	mozilla	2025-03-04T13:31:26.282Z		"jar: URLs retrieve local file content packaged in a ZIP archive. The null and everything after it was ignored when retrieving the content from the archive, but the fake extension after the null was used to determine the type of content. This could have been used to hide code in a web extension disguised as something else like an image. This vulnerability affects Firefox < 136, Firefox ESR < 128.8, Thunderbird < 136, and Thunderbird < 128.8."	MOZILLA	Firefox; Firefox ESR; Thunderbird
CVE-2025-1937	hot	mozilla	2025-03-04T13:31:26.780Z		"Memory safety bugs present in Firefox 135, Thunderbird 135, Firefox ESR 115.20, Firefox ESR 128.7, and Thunderbird 128.7. Some of these bugs showed evidence of memory corruption and we presume that with enough effort some of these could have been exploited to run arbitrary code. This vulnerability affects Firefox < 136, Firefox ESR < 115.21, Firefox ESR < 128.8, Thunderbird < 136, and Thunderbird < 128.8."	MOZILLA	Firefox; Firefox ESR; Thunderbird
CVE-2025-1938	hot	mozilla	2025-03-04T13:31:27.167Z		"Memory safety bugs present in Firefox 135, Thunderbird 135, Firefox ESR 128.7, and Thunderbird 128.7. Some of these bugs showed evidence of memory corruption and we presume that with enough effort some of these could have been exploited to run arbitrary code. This vulnerability affects Firefox < 136, Firefox ESR < 128.8, Thunderbird < 136, and Thunderbird < 128.8."	MOZILLA	Firefox; Firefox ESR; Thunderbird
CVE-2025-1942	hot	mozilla	2025-03-04T13:31:25.504Z		When String.toUpperCase() caused a string to get longer it was possible for uninitialized memory to be incorporated into the result string This vulnerability affects Firefox < 136 and Thunderbird < 136.	MOZILLA	Firefox; Thunderbird
CVE-2025-1943	hot	mozilla	2025-03-04T13:31:27.514Z		Memory safety bugs present in Firefox 135 and Thunderbird 135. Some of these bugs showed evidence of memory corruption and we presume that with enough effort some of these could have been exploited to run arbitrary code. This vulnerability affects Firefox < 136 and Thunderbird < 136.	MOZILLA	Firefox; Thunderbird
CVE-2025-1948	hot	eclipse	2025-05-08T17:48:40.831Z	Eclipse Jetty HTTP clients can increase memory allocation	"In Eclipse Jetty versions 12.0.0 to 12.0.16 included, an HTTP/2 client can specify a very large value for the HTTP/2 settings parameter SETTINGS_MAX_HEADER_LIST_SIZE.
The Jetty HTTP/2 server does not perform validation on this setting, and tries to allocate a ByteBuffer of the specified capacity to encode HTTP responses, likely resulting in OutOfMemoryError being thrown, or even the JVM process exiting."	ECLIPSE FOUNDATION	Jetty
CVE-2025-1950	hot	ibm	2025-04-22T14:46:51.735Z	IBM Hardware Management Console - Power Systems command execution	IBM Hardware Management Console - Power Systems V10.2.1030.0 and V10.3.1050.0 could allow a local user to execute commands locally due to improper validation of libraries of an untrusted source.	IBM	Hardware Management Console - Power Systems
CVE-2025-1951	hot	ibm	2025-04-22T14:48:08.892Z	IBM Hardware Management Console - Power Systems command execution	IBM Hardware Management Console - Power Systems V10.2.1030.0 and V10.3.1050.0 could allow a local user to execute commands as a privileged user due to execution of commands with unnecessary privileges.	IBM	Hardware Management Console - Power Systems
CVE-2025-1960	hot	schneider	2025-03-12T15:33:59.173Z		"CWE-1188: Initialization of a Resource with an Insecure Default vulnerability exists that could cause an
attacker to execute unauthorized commands when a system’s default password credentials have not been
changed on first use. The default username is not displayed correctly in the WebHMI interface."	SCHNEIDER ELECTRIC	WebHMI – Deployed with EcoStruxure Power Automation System
CVE-2025-1974	hot	kubernetes	2025-03-24T23:28:48.985Z	ingress-nginx admission controller RCE escalation	"A security issue was discovered in Kubernetes where under certain conditions, an unauthenticated attacker with access to the pod network can achieve arbitrary code execution in the context of the ingress-nginx controller. This can lead to disclosure of Secrets accessible to the controller. (Note that in the default installation, the controller can access all Secrets cluster-wide.)"	KUBERNETES	ingress-nginx
CVE-2025-1976	hot	brocade	2025-04-24T02:55:40.225Z	Code injection exposure in Fabric OS 9.1.0 through 9.1.1d6	"Brocade Fabric OS versions starting with 9.1.0 have root access removed, however, a local user with admin privilege can potentially execute arbitrary code with full root privileges on Fabric OS versions 9.1.0 through 9.1.1d6."	BROCADE	Fabric OS
CVE-2025-1987	hot	Bitdefender	2025-06-21T21:35:06.643Z	Stored XSS in Psono-Client via Malicious Vault Entry URLs	"A Cross-Site Scripting (XSS) vulnerability has been identified in Psono-Client’s handling of vault entries of type website_password and bookmark, as used in Bitdefender SecurePass. The client does not properly sanitize the URL field in these entries. As a result, an attacker can craft a malicious vault entry (or trick a user into creating or importing one) with a javascript:URL. When the user interacts with this entry (for example, by clicking or opening it), the application will execute the malicious JavaScript in the context of the Psono vault. This allows an attacker to run arbitrary code in the victim’s browser, potentially giving them access to the user’s password vault and sensitive data."	BITDEFENDER; PSONO	Psono-client; SecurePass
CVE-2025-1991	hot	ibm	2025-06-28T13:02:21.000Z	IBM Informix Dynamic Server denial of service	"IBM Informix Dynamic Server 12.10,14.10, and15.0 could allow a remote attacker to cause a denial of service due to an integer underflow when processing packets."	IBM	Informix Dynamic Server
CVE-2025-1994	hot	ibm	2025-08-26T16:49:03.832Z	IBM Cognos Command Center code execution	"IBM Cognos Command Center 10.2.4.1 and 10.2.5 



could allow a local user to execute arbitrary code on the system due to the use of unsafe use of the BinaryFormatter function."	IBM	Cognos Command Center
CVE-2025-20014	hot	icscert	2025-01-29T19:46:58.215Z	mySCADA myPRO Manager OS Command Injection	mySCADA myPRO does not properly neutralize POST requests sent to a specific port with version information. This vulnerability could be exploited by an attacker to execute arbitrary commands on the affected system.	MYSCADA	myPRO Manager; myPRO Runtime
CVE-2025-20029	hot	f5	2025-02-05T17:31:06.455Z	BIG-IP iControl REST and tmsh vulnerability	"Command injection vulnerability exists in iControl REST and BIG-IP TMOS Shell (tmsh) save command, which may allow an authenticated attacker to execute arbitrary system commands.

 


Note: Software versions which have reached End of Technical Support (EoTS) are not evaluated."	F5	BIG-IP
CVE-2025-20045	hot	f5	2025-02-05T17:31:02.132Z	BIG-IP SIP MRF Vulnerability	"When SIP session Application Level Gateway mode (ALG) profile with Passthru Mode enabled and SIP router ALG profile are configured on a Message Routing type virtual server, undisclosed traffic can cause the Traffic Management Microkernel (TMM) to terminate.  Note: Software versions which have reached End of Technical Support (EoTS) are not evaluated."	F5	BIG-IP
CVE-2025-20055	hot	jpcert	2025-01-14T09:33:46.428Z		OS command injection vulnerability exists in network storage servers STEALTHONE D220/D340 provided by Y'S corporation. An attacker who can access the affected product may execute an arbitrary OS command.	Y'S CORPORATION	STEALTHONE D220; STEALTHONE D340
CVE-2025-20058	hot	f5	2025-02-05T17:31:01.109Z	BIG-IP message routing vulnerability	"When a BIG-IP message routing profile is configured on a virtual server, undisclosed traffic can cause an increase in memory resource utilization. Note: Software versions which have reached End of Technical Support (EoTS) are not evaluated"	F5	BIG-IP
CVE-2025-20061	hot	icscert	2025-01-29T19:52:43.495Z	mySCADA myPRO Manager OS Command Injection	mySCADA myPRO does not properly neutralize POST requests sent to a specific port with email information. This vulnerability could be exploited by an attacker to execute arbitrary commands on the affected system.	MYSCADA	myPRO Manager; myPRO Runtime
CVE-2025-20111	hot	cisco	2025-02-26T16:11:07.388Z	Cisco Nexus 3000 and 9000 Series Switches Layer 2 Ethernet Denial of Service Vulnerability	"A vulnerability in the health monitoring diagnostics of Cisco Nexus 3000 Series Switches and Cisco Nexus 9000 Series Switches in standalone NX-OS mode could allow an unauthenticated, adjacent attacker to cause the device to reload unexpectedly, resulting in a denial of service (DoS) condition.

This vulnerability is due to the incorrect handling of specific Ethernet frames. An attacker could exploit this vulnerability by sending a sustained rate of crafted Ethernet frames to an affected device. A successful exploit could allow the attacker to cause the device to reload."	CISCO	Cisco NX-OS Software
CVE-2025-20113	hot	cisco	2025-05-21T16:19:41.378Z	Cisco Unified Intelligence Center Privilege Escalation Vulnerability	"A vulnerability in Cisco Unified Intelligence Center could allow an authenticated, remote attacker to elevate privileges to Administrator for a limited set of functions on an affected system.

This vulnerability is due to insufficient server-side validation of user-supplied parameters in API or HTTP requests. An attacker could exploit this vulnerability by submitting a crafted API or HTTP request to an affected system. A successful exploit could allow the attacker to access, modify, or delete data beyond the sphere of their intended access level, including obtaining potentially sensitive information stored in the system."	CISCO	Cisco Unified Contact Center Express; Cisco Unified Intelligence Center
CVE-2025-20115	hot	cisco	2025-03-12T16:11:58.731Z	Cisco IOS XR Software Border Gateway Protocol Denial of Service Vulnerability	"A vulnerability in confederation implementation for the Border Gateway Protocol (BGP)&nbsp;in Cisco IOS XR Software could allow an unauthenticated, remote attacker to cause a denial of service (DoS) condition.

This vulnerability is due to a memory corruption that occurs when a BGP update is created with an AS_CONFED_SEQUENCE attribute that has 255 autonomous system numbers (AS numbers). An attacker could exploit this vulnerability by sending a crafted BGP update message, or the network could be designed in such a manner that the AS_CONFED_SEQUENCE attribute grows to 255 AS numbers or more. A successful exploit could allow the attacker to cause memory corruption, which may cause the BGP process to restart, resulting in a DoS condition. To exploit this vulnerability, an attacker must control a BGP confederation speaker within the same autonomous system as the victim, or the network must be designed in such a manner that the AS_CONFED_SEQUENCE attribute grows to 255 AS numbers or more."	CISCO	Cisco IOS XR Software
CVE-2025-20122	hot	cisco	2025-05-07T17:18:27.333Z	Cisco Catalyst SD-WAN Manager Privilege Escalation Vulnerability	"A vulnerability in the CLI of Cisco Catalyst SD-WAN Manager, formerly Cisco SD-WAN vManage, could allow an authenticated, local attacker to gain privileges of the root user on the underlying operating system.

This vulnerability is due to insufficient input validation. An authenticated attacker with read-only privileges on the SD-WAN Manager system could exploit this vulnerability by sending a crafted request to the CLI of the SD-WAN Manager. A successful exploit could allow the attacker to gain root privileges on the underlying operating system."	CISCO	Cisco Catalyst SD-WAN Manager
CVE-2025-20124	hot	cisco	2025-02-05T16:12:07.999Z	Cisco Identity Services Engine Java Deserialization Vulnerability	"A vulnerability in an API of Cisco ISE could allow an authenticated, remote attacker to execute arbitrary commands as the root user on an affected device.

This vulnerability is due to insecure deserialization of user-supplied Java byte streams by the affected software. An attacker could exploit this vulnerability by sending a crafted serialized Java object to an affected API. A successful exploit could allow the attacker to execute arbitrary commands on the device and elevate privileges.
Note:&nbsp;To successfully exploit this vulnerability, the attacker must have valid read-only administrative credentials. In a single-node deployment, new devices will not be able to authenticate during the reload time."	CISCO	Cisco ISE Passive Identity Connector; Cisco Identity Services Engine Software
CVE-2025-20125	hot	cisco	2025-02-05T16:12:17.272Z	Cisco Identity Services Engine Insufficient Authorization Bypass Vulnerability	"A vulnerability in an API of Cisco ISE could allow an authenticated, remote attacker with valid read-only credentials to obtain sensitive information, change node configurations, and restart the node.

This vulnerability is due to a lack of authorization in a specific API and improper validation of user-supplied data. An attacker could exploit this vulnerability by sending a crafted HTTP request to a specific API on the device. A successful exploit could allow the attacker to attacker to obtain information, modify system configuration, and reload the device.
Note:&nbsp;To successfully exploit this vulnerability, the attacker must have valid read-only administrative credentials. In a single-node deployment, new devices will not be able to authenticate during the reload time."	CISCO	Cisco ISE Passive Identity Connector; Cisco Identity Services Engine Software
CVE-2025-20127	hot	cisco	2025-08-14T16:28:07.785Z	Cisco Adaptive Security Appliance Software and Firepower Threat Defense Software for Firepower 3100 and 4200 Series TLS Cipher Denial of Service Vulnerability	"A vulnerability in the TLS 1.3 implementation for a specific cipher for Cisco Secure Firewall Adaptive Security Appliance (ASA) Software and Cisco Secure Firewall Threat Defense (FTD) Software for Cisco Firepower 3100 and 4200 Series devices could allow an authenticated, remote attacker to consume resources that are associated with incoming TLS 1.3 connections, which eventually could cause the device to stop accepting any new SSL/TLS or VPN requests.

This vulnerability is due to the implementation of the TLS 1.3 Cipher TLS_CHACHA20_POLY1305_SHA256. An attacker could exploit this vulnerability by sending a large number of TLS 1.3 connections with the specific TLS 1.3 Cipher TLS_CHACHA20_POLY1305_SHA256. A successful exploit could allow the attacker to cause a denial of service (DoS) condition where no new incoming encrypted connections are accepted. The device must be reloaded to clear this condition.
Note: These incoming TLS 1.3 connections include both data traffic and user-management traffic. After the device is in the vulnerable state, no new encrypted connections can be accepted."	CISCO	Cisco Adaptive Security Appliance (ASA) Software; Cisco Firepower Threat Defense Software
CVE-2025-20133	hot	cisco	2025-08-14T16:28:07.783Z	Cisco Secure Firewall Adaptive Security Appliance and Secure Firewall Threat Defense Software Remote Access SSL VPN Authentication Targeted Denial of Service Vulnerability	"A vulnerability in the management and VPN web servers of the Remote Access SSL VPN feature of Cisco Secure Firewall ASA Software and Secure FTD Software could allow an unauthenticated, remote attacker to cause the device to unexpectedly stop responding, resulting in a DoS condition.

This vulnerability is due to ineffective validation of user-supplied input during the Remote Access SSL VPN authentication process. An attacker could exploit this vulnerability by sending a crafted request to the VPN service on an affected device. A successful exploit could allow the attacker to cause a DoS condition where the device stops responding to Remote Access SSL VPN authentication requests."	CISCO	Cisco Adaptive Security Appliance (ASA) Software; Cisco Firepower Threat Defense Software
CVE-2025-20134	hot	cisco	2025-08-14T16:28:07.782Z	Cisco Adaptive Security Appliance and Firepower Threat Defense Software SSL/TLS Certificate Denial of Service Vulnerability	"A vulnerability in the certificate processing of Cisco Secure Firewall Adaptive Security Appliance (ASA) Software and Cisco Secure Firewall Threat Defense (FTD) Software could allow an unauthenticated, remote attacker to cause the device to reload unexpectedly, resulting in a denial of service (DoS) condition.

This vulnerability is due to improper parsing of SSL/TLS certificates. An attacker could exploit this vulnerability by sending crafted DNS packets that match a static Network Address Translation (NAT) rule with DNS inspection enabled through an affected device. A successful exploit could allow the attacker to cause the device to reload, resulting in a DoS condition."	CISCO	Cisco Adaptive Security Appliance (ASA) Software; Cisco Firepower Threat Defense Software
