cve	rating	assigner	published	title	description	vendor	product
CVE-2025-1982	warm	CERT-PL	2025-04-16T12:36:36.532Z	Local File Inclusion in Ready_	Local File Inclusion vulnerability in Ready's attachment upload panel allows low privileged user to provide link to a local file using the file:// protocol thus allowing the attacker to read content of the file. This vulnerability can be use to read content of system files.	SYMFONIA	Ready_
CVE-2025-1983	warm	CERT-PL	2025-04-16T12:36:53.703Z	Stored Cross-Site Scripting in Ready_	A cross-site scripting (XSS) vulnerability in Ready_'s File Explorer upload functionality allows injection of arbitrary JavaScript code in filename. Injected content is stored on server and is executed every time a user interacts with the uploaded file.	SYMFONIA	Ready_
CVE-2025-1984	warm	Xerox	2025-03-12T15:27:07.715Z	Local Privilege Escalation on Xerox® Desktop Print Experience® v8.5	"Xerox Desktop Print Experience application contains a Local Privilege Escalation (LPE) vulnerability, which allows a low-privileged user to gain SYSTEM-level access."	XEROX	Xerox® Desktop Print Experience
CVE-2025-1985	warm	CERTVDE	2025-05-26T08:21:34.217Z	PEPPERL+FUCHS: Profinet Gateway LB8122A.1.EL – Device is affected by XSS vulnerability	Due to improper neutralization of input during web page generation (XSS) an unauthenticated remote attacker can inject HTML code into the Web-UI in the affected device.	PEPPERL+FUCHS	Profinet Gateway FB8122A.1.EL; Profinet Gateway LB8122A.1.EL
CVE-2025-1992	warm	ibm	2025-05-05T16:54:11.569Z	IBM Db2 denial of service	"IBM Db2 for Linux, UNIX and Windows (includes DB2 Connect Server) 11.5.0 through 11.5.9 and 12.1.0 through 12.1.1 could allow an authenticated user in federation environment, to cause a denial of service due to insufficient release of allocated memory after usage."	IBM	"Db2 for Linux, UNIX and Windows"
CVE-2025-20001	warm	talos	2025-06-02T14:54:11.514Z		An out-of-bounds read vulnerability exists in High-Logic FontCreator 15.0.0.3015. A specially crafted font file can trigger this vulnerability which can lead to disclosure of sensitive information. An attacker needs to trick the user into opening the malicious file to trigger this vulnerability.	HIGH-LOGIC	FontCreator
CVE-2025-20002	warm	icscert	2025-03-05T00:08:13.877Z	GMOD Apollo Generation of Error Message Containing Sensitive Information	"After attempting to upload a file that does not meet prerequisites, GMOD Apollo will respond with local path information disclosure"	GMOD	Apollo
CVE-2025-20003	warm	intel	2025-05-13T21:01:26.302Z		Improper link resolution before file access ('Link Following') for some Intel(R) Graphics Driver software installers may allow an authenticated user to potentially enable escalation of privilege via local access.	N/A	Intel(R) Graphics Driver software installers
CVE-2025-20004	warm	intel	2025-05-13T21:01:27.754Z		Insufficient control flow management in the Alias Checking Trusted Module for some Intel(R) Xeon(R) 6 processor E-Cores firmware may allow a privileged user to potentially enable escalation of privilege via local access.	N/A	Intel(R) Xeon(R) 6 processor E-Cores firmware
CVE-2025-20006	warm	intel	2025-05-13T21:01:29.171Z		Use after free for some Intel(R) PROSet/Wireless WiFi Software for Windows before version 23.100 may allow an unauthenticated user to potentially enable denial of service via adjacent access.	N/A	Intel(R) PROSet/Wireless WiFi Software for Windows
CVE-2025-20009	warm	intel	2025-05-13T21:01:32.069Z		Improper input validation in the UEFI firmware GenerationSetup module for the Intel(R) Server D50DNP and M50FCP boards may allow a privileged user to potentially enable information disclosure via local access.	N/A	Intel(R) Server D50DNP and M50FCP boards
CVE-2025-20016	warm	jpcert	2025-01-14T09:32:33.704Z		OS command injection vulnerability exists in network storage servers STEALTHONE D220/D340/D440 provided by Y'S corporation. A user with an administrative privilege who logged in to the web management page of the affected product may execute an arbitrary OS command.	Y'S CORPORATION	STEALTHONE D220; STEALTHONE D340; STEALTHONE D440
CVE-2025-20017	warm	intel	2025-08-12T16:57:51.242Z		Uncontrolled search path for some Intel(R) oneAPI Toolkit and component software installers may allow an authenticated user to potentially enable escalation of privilege via local access.	N/A	Intel(R) oneAPI Toolkit and component software installers
CVE-2025-20018	warm	intel	2025-05-13T21:01:38.075Z		Untrusted pointer dereference for some Intel(R) Graphics Drivers may allow an authenticated user to potentially enable escalation of privilege via local access.	N/A	Intel(R) Graphics Drivers
CVE-2025-20023	warm	intel	2025-08-12T16:57:55.361Z		Incorrect default permissions for some Intel(R) Graphics Driver software installers may allow an authenticated user to potentially enable escalation of privilege via local access.	N/A	Intel(R) Graphics Driver software installers
CVE-2025-20024	warm	OpenHarmony	2025-03-04T03:44:26.109Z	Arkcompiler Ets Runtime has an integer overflow vulnerability	in OpenHarmony v5.0.2 and prior versions allow a local attacker arbitrary code execution in pre-installed apps through integer overflow. This vulnerability can be exploited only in restricted scenarios.	OPENHARMONY	OpenHarmony
CVE-2025-20026	warm	intel	2025-05-13T21:01:40.723Z		Out-of-bounds read for some Intel(R) PROSet/Wireless WiFi Software for Windows before version 23.100 may allow an unauthenticated user to potentially enable denial of service via adjacent access.	N/A	Intel(R) PROSet/Wireless WiFi Software for Windows
CVE-2025-20037	warm	intel	2025-08-12T16:57:58.729Z		Time-of-check time-of-use race condition in firmware for some Intel(R) Converged Security and Management Engine may allow a privileged user to potentially enable escalation of privilege via local access.	N/A	Intel(R) Converged Security and Management Engine
CVE-2025-20046	warm	intel	2025-05-13T21:01:52.650Z		Use after free for some Intel(R) PROSet/Wireless WiFi Software for Windows before version 23.100 may allow an unauthenticated user to potentially enable denial of service via adjacent access.	N/A	Intel(R) PROSet/Wireless WiFi Software for Windows
CVE-2025-20047	warm	intel	2025-05-13T21:01:54.168Z		Improper locking in the Intel(R) Integrated Connectivity I/O interface (CNVi) for some Intel(R) Core™ Ultra Processors may allow an unauthenticated user to potentially enable escalation of privilege via physical access.	N/A	Intel(R) Core™ Ultra Processors
CVE-2025-20048	warm	intel	2025-08-12T16:58:01.740Z		Uncontrolled search path for the Intel(R) Trace Analyzer and Collector software all verions may allow an authenticated user to potentially enable escalation of privilege via local access.	N/A	Intel(R) Trace Analyzer and Collector software
CVE-2025-20049	warm	icscert	2025-02-28T17:04:11.352Z	Dario Health USB-C Blood Glucose Monitoring System Starter Kit Android Application Cross-site Scripting	"The Dario Health portal service application is vulnerable to XSS, which could allow an attacker to obtain sensitive information."	DARIO HEALTH	Dario Application Database and Internet-based Server Infrastructure
CVE-2025-20053	warm	intel	2025-08-12T16:58:03.436Z		Improper buffer restrictions for some Intel(R) Xeon(R) Processor firmware with SGX enabled may allow a privileged user to potentially enable escalation of privilege via local access.	N/A	Intel(R) Xeon(R) Processor firmware with SGX enabled
CVE-2025-20060	warm	icscert	2025-02-28T16:51:20.410Z	Dario Health USB-C Blood Glucose Monitoring System Starter Kit Android Application Exposure of Private Personal Information to an Unauthorized Actor	An attacker could expose cross-user personal identifiable information (PII) and personal health information transmitted to the Android device via the Dario Health application database.	DARIO HEALTH	Dario Application Database and Internet-based Server Infrastructure; USB-C Blood Glucose Monitoring System Starter Kit Android Applications
CVE-2025-20062	warm	intel	2025-05-13T21:02:00.152Z		Use after free for some Intel(R) PROSet/Wireless WiFi Software for Windows before version 23.100 may allow an unauthenticated user to potentially enable denial of service via adjacent access.	N/A	Intel(R) PROSet/Wireless WiFi Software for Windows
CVE-2025-20075	warm	jpcert	2025-02-17T23:57:07.153Z		Server-side request forgery (SSRF) vulnerability exists in FileMegane versions above 3.0.0.0 prior to 3.4.0.0. Executing arbitrary backend Web API requests could potentially lead to rebooting the services.	JIP INFOBRIDGE CO.	FileMegane
CVE-2025-20076	warm	intel	2025-05-13T21:02:03.160Z		Improper access control for some Edge Orchestrator software for Intel(R) Tiber™ Edge Platform may allow an unauthenticated user to potentially enable escalation of privilege via adjacent access.	N/A	Edge Orchestrator software for Intel(R) Tiber™ Edge Platform
CVE-2025-20077	warm	intel	2025-08-12T16:58:08.310Z		Missing release of memory after effective lifetime in the UEFI OobRasMmbiHandlerDriver module for some Intel(R) reference server platforms may allow a privileged user to enable denial of service via local access.	N/A	Intel(R) reference server platforms
CVE-2025-20081	warm	OpenHarmony	2025-03-04T03:44:28.501Z	Communication Dsoftbus has an UAF vulnerability	in OpenHarmony v5.0.2 and prior versions allow a local attacker arbitrary code execution in pre-installed apps through use after free. This vulnerability can be exploited only in restricted scenarios.	OPENHARMONY	OpenHarmony
CVE-2025-20082	warm	intel	2025-05-13T21:02:06.185Z		Time-of-check time-of-use race condition in the UEFI firmware SmiVariable driver for the Intel(R) Server D50DNP and M50FCP boards may allow a privileged user to enable escalation of privilege via local access.	N/A	Intel(R) Server D50DNP and M50FCP boards
CVE-2025-20083	warm	intel	2025-05-13T21:02:07.706Z		Improper authentication in the firmware for the Intel(R) Slim Bootloader may allow a privileged user to potentially enable escalation of privilege via local access.	N/A	Intel(R) Slim Bootloader
CVE-2025-20087	warm	intel	2025-08-12T16:58:10.145Z		Incorrect default permissions for some Intel(R) oneAPI DPC++/C++ Compiler software installers may allow an authenticated user to potentially enable escalation of privilege via local access.	N/A	Intel(R) oneAPI DPC++/C++ Compiler software installers
CVE-2025-20091	warm	OpenHarmony	2025-03-04T03:44:29.655Z	Communication Dsoftbus has an UAF vulnerability	in OpenHarmony v5.0.2 and prior versions allow a local attacker arbitrary code execution in pre-installed apps through use after free. This vulnerability can be exploited only in restricted scenarios.	OPENHARMONY	OpenHarmony
CVE-2025-20094	warm	jpcert	2025-02-06T07:05:41.254Z		"Unprotected Windows messaging channel ('Shatter') issue exists in Defense Platform Home Edition Ver.3.9.51.x and earlier. If an attacker sends a specially crafted message to the specific process of the Windows system where the product is running, arbitrary code may be executed with SYSTEM privilege."	HUMMING HEADS	Defense Platform Home Edition
CVE-2025-20099	warm	intel	2025-08-12T16:58:16.869Z		Improper access control for some Intel(R) Rapid Storage Technology installation software may allow an authenticated user to potentially enable escalation of privilege via local access.	N/A	Intel(R) Rapid Storage Technology installation software
CVE-2025-20100	warm	intel	2025-05-13T21:02:12.186Z		Improper access control in the memory controller configurations for some Intel(R) Xeon(R) 6 processor with E-cores may allow a privileged user to potentially enable escalation of privilege via local access.	N/A	Intel(R) Xeon(R) 6 processor with E-cores
CVE-2025-20109	warm	intel	2025-08-12T16:58:18.377Z		Improper Isolation or Compartmentalization in the stream cache mechanism for some Intel(R) Processors may allow an authenticated user to potentially enable escalation of privilege via local access.	N/A	Intel(R) Processors
CVE-2025-20112	warm	cisco	2025-05-21T16:19:24.562Z	Cisco Unified Communications Products Privilege Escalation Vulnerability	"A vulnerability in multiple Cisco Unified Communications and Contact Center Solutions products could allow an authenticated, local attacker to elevate privileges to root on an affected device.

This vulnerability is due to excessive permissions that have been assigned to system commands.&nbsp;An attacker could exploit this vulnerability by executing crafted commands on the underlying operating system. A successful exploit could allow the attacker to escape the restricted shell and gain root privileges on the underlying operating system of an affected device. To successfully exploit this vulnerability, an attacker would need administrative access to the ESXi hypervisor."	CISCO	Cisco Emergency Responder; Cisco Finesse; Cisco Prime Collaboration Deployment; Cisco SocialMiner; Cisco Unified Communications Manager; Cisco Unified Communications Manager IM and Presence Service; Cisco Unified Contact Center Express; Cisco Unified Intelligence Center; Cisco Unity Connection; Cisco Virtualized Voice Browser
CVE-2025-20114	warm	cisco	2025-05-21T16:19:33.618Z	Cisco Unified Intelligence Center Insecure Direct Object Reference Vulnerability	"A vulnerability in the API of Cisco Unified Intelligence Center could allow an authenticated, remote attacker to perform a horizontal privilege escalation attack on an affected system.

This vulnerability is due to insufficient validation of user-supplied parameters in API requests. An attacker could exploit this vulnerability by submitting crafted API requests to an affected system to execute an insecure direct object reference attack. A successful exploit could allow the attacker to access specific data that is associated with different users on the affected system."	CISCO	Cisco Unified Contact Center Express; Cisco Unified Intelligence Center
CVE-2025-20116	warm	cisco	2025-02-26T16:11:17.385Z	Cisco Application Policy Infrastructure Controller Stored Cross-Site Scripting Vulnerability	"A vulnerability in the web UI of Cisco APIC could allow an authenticated, remote attacker to perform a stored XSS attack on an affected system. To exploit this vulnerability, the attacker must have valid administrative credentials.

This vulnerability is due to improper input validation in the web UI. An authenticated attacker could exploit this vulnerability by injecting malicious code into specific pages of the web UI. A successful exploit could allow the attacker to execute arbitrary script code in the context of the web UI or access sensitive, browser-based information."	CISCO	Cisco Application Policy Infrastructure Controller (APIC)
CVE-2025-20117	warm	cisco	2025-02-26T16:11:26.187Z	Cisco Application Policy Infrastructure Controller Authenticated Command Injection Vulnerability	"A vulnerability in the CLI of Cisco APIC could allow an authenticated, local attacker to execute arbitrary commands as root&nbsp;on the underlying operating system of an affected device. To exploit this vulnerability, the attacker must have valid administrative credentials.

This vulnerability is due to insufficient validation of arguments that are passed to specific CLI commands. An attacker could exploit this vulnerability by including crafted input as the argument of an affected CLI command. A successful exploit could allow the attacker to execute arbitrary commands on the underlying operating system with the privileges of root."	CISCO	Cisco Application Policy Infrastructure Controller (APIC)
CVE-2025-20118	warm	cisco	2025-02-26T16:23:28.132Z	Cisco Application Policy Infrastructure Controller Authenticated Command Injection Due to Sensitive Disclosure Vulnerability	"A vulnerability in the implementation of the internal system processes of Cisco APIC could allow an authenticated, local attacker to access sensitive information on an affected device. To exploit this vulnerability, the attacker must have valid administrative credentials.

This vulnerability is due to insufficient masking of sensitive information that is displayed through system CLI commands. An attacker could exploit this vulnerability by using reconnaissance techniques at the device CLI. A successful exploit could allow the attacker to access sensitive information on an affected device that could be used for additional attacks."	CISCO	Cisco Application Policy Infrastructure Controller (APIC)
CVE-2025-20119	warm	cisco	2025-02-26T16:23:37.170Z	Cisco Application Policy Infrastructure Controller Authenticated Local Denial of Service Vulnerability	"A vulnerability in the system file permission handling of Cisco APIC could allow an authenticated, local attacker to overwrite critical system files, which could cause a DoS condition. To exploit this vulnerability, the attacker must have valid administrative credentials.

This vulnerability is due to a race condition with handling system files. An attacker could exploit this vulnerability by doing specific operations on the file system. A successful exploit could allow the attacker to overwrite system files, which could lead to the device being in an inconsistent state and cause a DoS condition."	CISCO	Cisco Application Policy Infrastructure Controller (APIC)
CVE-2025-20120	warm	cisco	2025-04-02T16:16:54.694Z		"A vulnerability in the web-based management interface of Cisco Evolved Programmable Network Manager (EPNM) and Cisco Prime Infrastructure could allow an unauthenticated, remote attacker to conduct a stored cross-site scripting (XSS) attack against a user of the interface on an affected device.
 This vulnerability is due to insufficient validation of user-supplied input by the web-based management interface of an affected system. An attacker could exploit this vulnerability by injecting malicious code into specific pages of the interface. A successful exploit could allow the attacker to execute arbitrary script code in the context of the affected interface or access sensitive, browser-based information."	CISCO	Cisco Evolved Programmable Network Manager (EPNM); Cisco Prime Infrastructure
CVE-2025-20123	warm	cisco	2025-01-08T16:09:37.903Z	Cisco Crosswork Network Controller Stored Cross-Site Scripting Vulnerability	"Multiple vulnerabilities in the web-based management interface of Cisco Crosswork Network Controller could allow an authenticated, remote attacker to conduct cross-site scripting (XSS) attacks against users of the interface of an affected system.

These vulnerabilities exist because the web-based management interface does not properly validate user-supplied input. An attacker could exploit these vulnerabilities by inserting malicious data into specific data fields in the interface. A successful exploit could allow the attacker to execute arbitrary script code in the context of the affected interface or access sensitive, browser-based information. To exploit these vulnerabilities, the attacker must have valid administrative credentials.
Cisco has released software updates that address these vulnerabilities. There are no workarounds that address these vulnerabilities."	CISCO	Cisco Crosswork Network Change Automation
CVE-2025-20126	warm	cisco	2025-01-08T16:09:46.465Z	Cisco ThousandEyes Endpoint Agent Certificate Validation Vulnerability	"A vulnerability in certification validation routines of Cisco ThousandEyes Endpoint Agent for macOS and RoomOS could allow an unauthenticated, remote attacker to intercept or manipulate metrics information.

This vulnerability exists because the affected software does not properly validate certificates for hosted metrics services. An on-path attacker could exploit this vulnerability by intercepting network traffic using a crafted certificate. A successful exploit could allow the attacker to masquerade as a trusted host and monitor or change communications between the remote metrics service and the vulnerable client."	CISCO	Cisco ThousandEyes Endpoint Agent
CVE-2025-20128	warm	cisco	2025-01-22T16:21:12.329Z	ClamAV OLE2 File Format Decryption Denial of Service Vulnerability	"A vulnerability in the Object Linking and Embedding 2 (OLE2) decryption routine of ClamAV could allow an unauthenticated, remote attacker to cause a denial of service (DoS) condition on an affected device.

This vulnerability is due to an integer underflow in a bounds check that allows for a heap buffer overflow read. An attacker could exploit this vulnerability by submitting a crafted file containing OLE2 content to be scanned by ClamAV on an affected device. A successful exploit could allow the attacker to terminate the ClamAV scanning process, resulting in a DoS condition on the affected software.
For a description of this vulnerability, see the .
Cisco has released software updates that address this vulnerability. There are no workarounds that address this vulnerability."	CISCO	Cisco Secure Endpoint
CVE-2025-20129	warm	cisco	2025-06-04T16:17:27.318Z	Cisco Customer Collaboration Platform Information Disclosure Vulnerability	"A vulnerability in the web-based chat interface of Cisco Customer Collaboration Platform (CCP), formerly Cisco SocialMiner, could allow an unauthenticated, remote attacker to persuade users to disclose sensitive data.

This vulnerability is due to improper sanitization of HTTP requests that are sent to the web-based chat interface. An attacker could exploit this vulnerability by sending crafted HTTP requests to the chat interface of a targeted user on a vulnerable server. A successful exploit could allow the attacker to redirect chat traffic to a server that is under their control, resulting in sensitive information being redirected to the attacker."	CISCO	Cisco SocialMiner; Cisco Unified Contact Center Express
CVE-2025-20130	warm	cisco	2025-06-04T16:17:27.311Z	Cisco Identity Services Engine Access Control Bypass Vulnerability	"A vulnerability in the API of Cisco Identity Services Engine (ISE) and Cisco ISE Passive Identity Connector (ISE-PIC) could allow an authenticated, remote attacker with administrative privileges to upload files to an affected device.

This vulnerability is due to improper validation of the file copy function. An attacker could exploit this vulnerability by sending a crafted file upload request to a specific API endpoint. A successful exploit could allow the attacker to upload arbitrary files to an affected system."	CISCO	Cisco Identity Services Engine Software
CVE-2025-20131	warm	cisco	2025-08-20T16:26:23.055Z	Cisco Identity Services Engine Arbitrary File Upload Vulnerability	"A vulnerability in the GUI of Cisco Identity Services Engine (ISE) could allow an authenticated, remote attacker with administrative privileges to upload files to an affected device.

This vulnerability is due to improper validation of the file copy function. An attacker could exploit this vulnerability by sending a crafted file upload using the Cisco ISE GUI. A successful exploit could allow the attacker to upload arbitrary files to an affected system."	CISCO	Cisco Identity Services Engine Software
CVE-2025-20135	warm	cisco	2025-08-14T16:28:16.508Z	Cisco Adaptive Security Appliance and Firepower Threat Defense Software DHCP Denial of Service Vulnerability	"A vulnerability in the DHCP client functionality of Cisco Secure Firewall Adaptive Security Appliance (ASA) Software and Cisco Secure Firewall Threat Defense (FTD) Software could allow an unauthenticated, adjacent attacker to exhaust available memory.

This vulnerability is due to improper validation of incoming DHCP packets. An attacker could exploit this vulnerability by repeatedly sending crafted DHCPv4 packets to an affected device. A successful exploit could allow the attacker to exhaust available memory, which would affect availability of services and prevent new processes from starting, resulting in a Denial of Service (DoS) condition that would require a manual reboot.
Note: On Cisco Secure FTD Software, this vulnerability does not affect management interfaces."	CISCO	Cisco Adaptive Security Appliance (ASA) Software; Cisco Firepower Threat Defense Software
CVE-2025-20137	warm	cisco	2025-05-07T17:31:45.590Z		"A vulnerability in the access control list (ACL) programming of Cisco IOS Software that is running on Cisco Catalyst 1000 Switches and Cisco Catalyst 2960L Switches could allow an unauthenticated, remote attacker to bypass a configured ACL.
 This vulnerability is due to the use of both an IPv4 ACL and a dynamic ACL of IP Source Guard on the same interface, which is an unsupported configuration. An attacker could exploit this vulnerability by attempting to send traffic through an affected device. A successful exploit could allow the attacker to bypass an ACL on the affected device.
 Note: Cisco documentation has been updated to reflect that this is an unsupported configuration. However, Cisco is publishing this advisory because the device will not prevent an administrator from configuring both features on the same interface. There are no plans to implement the ability to configure both features on the same interface on Cisco Catalyst 1000 or Catalyst 2960L Switches."	CISCO	IOS
CVE-2025-20143	warm	cisco	2025-03-12T16:12:31.135Z	Cisco IOS XR Software Secure Boot Bypass Vulnerability	"A vulnerability in the boot process of Cisco IOS XR Software could allow an authenticated, local attacker with high privileges to bypass the Secure Boot functionality and load unverified software on an affected device. To exploit this vulnerability, the attacker must have root-system privileges on the affected device.

This vulnerability is due to insufficient verification of modules in the software load process. An attacker could exploit this vulnerability by manipulating the loaded binaries to bypass some of the integrity checks that are performed during the booting process. A successful exploit could allow the attacker to control the boot configuration, which could enable them to bypass the requirement to run Cisco-signed images or alter the security properties of the running system.
Note: This vulnerability affects Cisco IOS XR Software, not the Secure Boot feature.
Cisco has released software updates that address this vulnerability. There are no workarounds that address this vulnerability."	CISCO	Cisco IOS XR Software
CVE-2025-20144	warm	cisco	2025-03-12T16:12:39.882Z	Cisco IOS XR Software Access Control List Bypass Vulnerability	"A vulnerability in the hybrid access control list (ACL) processing of IPv4 packets in Cisco IOS XR Software could allow an unauthenticated, remote attacker to bypass a configured ACL.

This vulnerability is due to incorrect handling of packets when a specific configuration of the hybrid ACL exists. An attacker could exploit this vulnerability by attempting to send traffic through an affected device. A successful exploit could allow the attacker to bypass a configured ACL on the affected device.
For more information, see the  section of this advisory.
Cisco has released software updates that address this vulnerability. There are workarounds that address this vulnerability."	CISCO	Cisco IOS XR Software
CVE-2025-20145	warm	cisco	2025-03-12T16:12:48.668Z	Cisco IOS XR Software Access Control List Bypass Vulnerability	"A vulnerability in the access control list (ACL) processing in the egress direction of Cisco IOS XR Software could allow an unauthenticated, remote attacker to bypass a configured ACL.

This vulnerability exists because certain packets are handled incorrectly when they are received on an ingress interface on one line card and destined out of an egress interface on another line card where the egress ACL is configured. An attacker could exploit this vulnerability by attempting to send traffic through an affected device. A successful exploit could allow the attacker to bypass an egress ACL on the affected device.
For more information about this vulnerability, see the  section of this advisory.
Cisco has released software updates that address this vulnerability. There are no workarounds that address this vulnerability."	CISCO	Cisco IOS XR Software
CVE-2025-20147	warm	cisco	2025-05-07T17:19:01.612Z	Cisco SD-WAN vManage Stored Cross-Site Scripting Vulnerability	"A vulnerability in the web-based management interface of Cisco Catalyst SD-WAN Manager, formerly Cisco SD-WAN vManage, could allow an authenticated, remote attacker to conduct a stored cross-site scripting attack (XSS) on an affected system.&nbsp;

This vulnerability is due to improper sanitization of user input to the web-based management interface. An attacker could exploit this vulnerability by submitting a malicious script through the interface. A successful exploit could allow the attacker to conduct a stored XSS attack on the affected system."	CISCO	Cisco Catalyst SD-WAN Manager
CVE-2025-20150	warm	cisco	2025-04-16T16:07:30.379Z	Cisco Nexus Dashboard Username Enumeration Vulnerability	"A vulnerability in Cisco Nexus Dashboard could allow an unauthenticated, remote attacker to enumerate LDAP user accounts.

This vulnerability is due to the improper handling of LDAP authentication requests. An attacker could exploit this vulnerability by sending authentication requests to an affected system. A successful exploit could allow an attacker to determine which usernames are valid LDAP user accounts."	CISCO	Cisco Nexus Dashboard
CVE-2025-20151	warm	cisco	2025-05-07T17:18:44.414Z	Cisco IOS and IOS XE Software SNMPv3 Configuration Restriction Vulnerability	"A vulnerability in the implementation of the Simple Network Management Protocol Version 3 (SNMPv3) feature of Cisco IOS Software and Cisco IOS XE Software could allow an authenticated, remote attacker to poll an affected device using SNMP, even if the device is configured to deny SNMP traffic from an unauthorized source or the SNMPv3 username is removed from the configuration.

This vulnerability exists because of the way that the SNMPv3 configuration is stored in the Cisco IOS Software and Cisco IOS XE Software startup configuration. An attacker could exploit this vulnerability by polling an affected device from a source address that should have been denied. A successful exploit could allow the attacker to perform SNMP operations from a source that should be denied.
Note: The attacker has no control of the SNMPv3 configuration. To exploit this vulnerability, the attacker must have valid SNMPv3 user credentials.
For more information, see the  section of this advisory."	CISCO	Cisco IOS XE Catalyst SD-WAN
CVE-2025-20153	warm	cisco	2025-02-19T16:06:10.664Z	Cisco ESA mail Bypass	"A vulnerability in the email filtering mechanism of Cisco Secure Email Gateway could allow an unauthenticated, remote attacker to bypass the configured rules and allow emails that should have been denied to flow through an affected device. &nbsp;

This vulnerability is due to improper handling of email that passes through an affected device. An attacker could exploit this vulnerability by sending a crafted email through the affected device. A successful exploit could allow the attacker to bypass email filters on the affected device."	CISCO	Cisco Secure Email
CVE-2025-20155	warm	cisco	2025-05-07T17:37:05.984Z		"A vulnerability in the bootstrap loading of Cisco IOS XE Software could allow an authenticated, local attacker to write arbitrary files to an affected system.
 This vulnerability is due to insufficient input validation of the bootstrap file that is read by the system software when a device is first deployed in SD-WAN mode or when an administrator configures SD-Routing on the device. An attacker could exploit this vulnerability by modifying a bootstrap file generated by Cisco Catalyst SD-WAN Manager, loading it into the device flash, and then either reloading the device in a green field deployment in SD-WAN mode or configuring the device with SD-Routing. A successful exploit could allow the attacker to perform arbitrary file writes to the underlying operating system."	CISCO	Cisco IOS XE Software
CVE-2025-20157	warm	cisco	2025-05-07T17:17:01.620Z	Cisco Catalyst vManage Certificate Validation Vulnerability	"A vulnerability in certificate validation processing of Cisco Catalyst SD-WAN Manager, formerly Cisco SD-WAN vManage, could allow an unauthenticated, remote attacker to gain access to sensitive information.

This vulnerability is due to improper validation of certificates that are used by the Smart Licensing feature. An attacker with a privileged network position could exploit this vulnerability by intercepting traffic that is sent over the Internet. A successful exploit could allow the attacker to gain access to sensitive information, including credentials used by the device to connect to Cisco cloud services."	CISCO	Cisco Catalyst SD-WAN Manager
CVE-2025-20158	warm	cisco	2025-02-19T16:06:00.812Z	Cisco Video Phone 8875 and Desk Phone 9800 Series Information Disclosure Vulnerability	"A vulnerability in the debug shell of Cisco Video Phone 8875 and Cisco Desk Phone 9800 Series could allow an authenticated, local attacker to access sensitive information on an affected device. To exploit this vulnerability, the attacker must have valid administrative credentials with SSH access on the affected device. SSH access is disabled by default.

This vulnerability is due to insufficient validation of user-supplied input by the debug shell of an affected device. An attacker could exploit this vulnerability by sending a crafted SSH client command to the CLI. A successful exploit could allow the attacker to access sensitive information on the underlying operating system."	CISCO	Cisco Session Initiation Protocol (SIP) Software
CVE-2025-20161	warm	cisco	2025-02-26T16:12:03.165Z	Cisco NX-OS Software Command Injection Vulnerability	"A vulnerability in the software upgrade process of Cisco Nexus 3000 Series Switches and Cisco Nexus 9000 Series Switches in standalone NX-OS mode could allow an authenticated, local attacker with valid Administrator credentials to execute a command injection attack on the underlying operating system of an affected device.

This vulnerability is due to insufficient validation of specific elements within a software image. An attacker could exploit this vulnerability by installing a crafted image. A successful exploit could allow the attacker to execute arbitrary commands on the underlying operating system with root privileges.&nbsp;
Note: Administrators should validate the hash of any software image before installation."	CISCO	Cisco NX-OS Software
CVE-2025-20177	warm	cisco	2025-03-12T16:13:04.362Z	Cisco IOS XR Software Image Verification Bypass Vulnerability	"A vulnerability in the boot process of Cisco IOS XR Software could allow an authenticated, local attacker to bypass Cisco IOS XR image signature verification and load unverified software on an affected device. To exploit this vulnerability, the attacker must have root-system privileges on the affected device.

This vulnerability is due to incomplete validation of files in the boot verification process. An attacker could exploit this vulnerability by manipulating the system configuration options to bypass some of the integrity checks that are performed during the boot process. A successful exploit could allow the attacker to control the boot configuration, which could enable them to bypass the requirement to run Cisco-signed images or alter the security properties of the running system.
Note: Because exploitation of this vulnerability could result in the attacker bypassing Cisco image verification, Cisco has raised the Security Impact Rating (SIR) of this advisory from Medium to High."	CISCO	Cisco IOS XR Software
CVE-2025-20178	warm	cisco	2025-04-16T16:07:30.356Z	Cisco Secure Network Analytics Privilege Escalation Vulnerability	"A vulnerability in the web-based management interface of Cisco Secure Network Analytics could allow an authenticated, remote attacker with valid administrative credentials to execute arbitrary commands as root on the underlying operating system.


This vulnerability is due to insufficient integrity checks within device backup files. An attacker with valid administrative credentials could exploit this vulnerability by crafting a malicious backup file and restoring it to an affected device. A successful exploit could allow the attacker to obtain shell access on the underlying operating system with the privileges of root."	CISCO	Cisco Secure Network Analytics
