CVE,KEV Date,Rating,Github Timestamp,Date Status,RunLabel,File,Line,Status
CVE-2024-41713,2025-01-22,hot,2025-01-07,,Jan 7 2025 run (2024 CVEs),2024\predictions-jan-7-run.txt,"CVE-2024-41713			A vulnerability in the NuPoint Unified Messaging (NPM) component of Mitel MiCollab through 9.8 SP1 FP2 (9.8.1.201) could allow an unauthenticated attacker to conduct a path traversal attack, due to insufficient input validation. A successful exploit could allow unauthorized access, enabling the attacker to view, corrupt, or delete users' data and system configurations.	hot",OK
CVE-2024-42448,2025-01-23,neutral,2025-01-03,,Jan 3 2025 run (2024 CVEs),2024\2024-predictions.txt,"16781	CVE-2024-42448	Veeam	Service Provider Console	From the VSPC management agent machine, under condition that the management agent is authorized on the server, it is possible to perform Remote Code Execution (RCE) on the VSPC server machine.	neutral	hot",OK
CVE-2024-42852,2025-08-07,hot,2025-01-07,,Jan 7 2025 run (2024 CVEs),2024\predictions-jan-7-run.txt,CVE-2024-42852			Cross Site Scripting vulnerability in AcuToWeb server v.10.5.0.7577C8b allows a remote attacker to execute arbitrary code via the index.php component.	hot,OK
CVE-2024-43360,2025-06-08,n/a (no rating column),2025-04-08,,April 2025 reduction (2024 CVEs),2024\reduction.txt,"CVE-2024-43360	ZoneMinder	zoneminder	ZoneMinder is a free, open source closed-circuit television software application. ZoneMinder is affected by a time-based SQL Injection vulnerability. This vulnerability is fixed in 1.36.34 and 1.37.61.",OK
CVE-2024-4346,2026-05-04,hot,2025-01-07,,Jan 7 2025 run (2024 CVEs),2024\predictions-jan-7-run.txt,"CVE-2024-4346	wshberlin	Startklar Elementor Addons	The Startklar Elementor Addons plugin for WordPress is vulnerable to arbitrary file deletion in all versions up to, and including, 1.7.13. This is due to the plugin not properly validating the path of an uploaded file prior to deleting it. This makes it possible for unauthenticated attackers to delete arbitrary files, including the wp-config.php file, which can make site takeover and remote code execution possible.	hot",OK
CVE-2024-43468,2026-02-12,neutral,2025-01-03,,Jan 3 2025 run (2024 CVEs),2024\2024-predictions.txt,19421	CVE-2024-43468	Microsoft	Microsoft Configuration Manager	Microsoft Configuration Manager Remote Code Execution Vulnerability	neutral	hot,OK
CVE-2024-44902,2025-12-08,hot,2025-01-07,,Jan 7 2025 run (2024 CVEs),2024\predictions-jan-7-run.txt,CVE-2024-44902			A deserialization vulnerability in Thinkphp v6.1.3 to v8.0.4 allows attackers to execute arbitrary code.	hot,OK
CVE-2024-45884,2025-08-22,hot,2025-01-07,,Jan 7 2025 run (2024 CVEs),2024\predictions-jan-7-run.txt,CVE-2024-45884			DrayTek Vigor3900 1.5.1.3 contains a post-authentication command injection vulnerability. This vulnerability occurs when the `action` parameter in `cgi-bin/mainfunction.cgi` is set to `setSWMGroup.`	hot,OK
CVE-2024-45885,2025-08-22,hot,2025-01-07,,Jan 7 2025 run (2024 CVEs),2024\predictions-jan-7-run.txt,CVE-2024-45885			DrayTek Vigor3900 1.5.1.3 contains a post-authentication command injection vulnerability. This vulnerability occurs when the `action` parameter in `cgi-bin/mainfunction.cgi` is set to `autodiscovery_clear.`	hot,OK
CVE-2024-45887,2025-08-22,hot,2025-01-07,,Jan 7 2025 run (2024 CVEs),2024\predictions-jan-7-run.txt,CVE-2024-45887			DrayTek Vigor3900 1.5.1.3 contains a post-authentication command injection vulnerability. This vulnerability occurs when the `action` parameter in `cgi-bin/mainfunction.cgi` is set to `doOpenVPN.`	hot,OK
CVE-2024-45888,2025-08-22,hot,2025-01-07,,Jan 7 2025 run (2024 CVEs),2024\predictions-jan-7-run.txt,CVE-2024-45888			DrayTek Vigor3900 1.5.1.3 contains a command injection vulnerability. This vulnerability occurs when the `action` parameter in `cgi-bin/mainfunction.cgi` is set to `set_ap_map_config.'	hot,OK
CVE-2024-45890,2025-08-22,hot,2025-01-07,,Jan 7 2025 run (2024 CVEs),2024\predictions-jan-7-run.txt,CVE-2024-45890			DrayTek Vigor3900 1.5.1.3 contains a post-authentication command injection vulnerability This vulnerability occurs when the `action` parameter in `cgi-bin/mainfunction.cgi` is set to `download_ovpn.`	hot,OK
CVE-2024-45891,2025-08-22,hot,2025-01-07,,Jan 7 2025 run (2024 CVEs),2024\predictions-jan-7-run.txt,CVE-2024-45891			DrayTek Vigor3900 1.5.1.3 contains a post-authentication command injection vulnerability. This vulnerability occurs when the `action` parameter in `cgi-bin/mainfunction.cgi` is set to `delete_wlan_profile.`	hot,OK
CVE-2024-48074,2025-08-22,hot,2025-01-17,,Jan 17 2025 run (2024 CVEs),2024\2024-predictions-jan-17-run.txt,"CVE-2024-48074	hot			An authorized RCE vulnerability exists in the DrayTek Vigor2960 router version 1.4.4, where an attacker can place a malicious command into the table parameter of the doPPPoE function in the cgi-bin/mainfunction.cgi route, and finally the command is executed by the system function.	",OK
CVE-2024-48307,2025-08-19,hot,2025-01-17,,Jan 17 2025 run (2024 CVEs),2024\2024-predictions-jan-17-run.txt,CVE-2024-48307	hot			JeecgBoot v3.7.1 was discovered to contain a SQL injection vulnerability via the component /onlDragDatasetHead/getTotalData.	,OK
CVE-2024-4885,2025-03-03,neutral,2025-01-03,,Jan 3 2025 run (2024 CVEs),2024\2024-predictions.txt,"22505	CVE-2024-4885	Progress Software Corporation	WhatsUp Gold	In WhatsUp Gold versions released before 2023.1.3,Â an unauthenticated Remote Code Execution vulnerability in Progress WhatsUpGold.Â Â The 

WhatsUp.ExportUtilities.Export.GetFileWithoutZip



 allows execution of commands with iisapppool\nmconsole privileges.	neutral	hot",OK
CVE-2024-49035,2025-02-25,neutral,2025-01-03,,Jan 3 2025 run (2024 CVEs),2024\2024-predictions.txt,25614	CVE-2024-49035	Microsoft	Microsoft Partner Center	An improper access control vulnerability in Partner.Microsoft.com allows an a unauthenticated attacker to elevate privileges over a network.	neutral	hot,OK
CVE-2024-50302,2025-03-04,hot,2025-01-07,,Jan 7 2025 run (2024 CVEs),2024\predictions-jan-7-run.txt,"CVE-2024-50302	Linux	Linux	In the Linux kernel, the following vulnerability has been resolved:

HID: core: zero-initialize the report buffer

Since the report buffer is used by all kinds of drivers in various ways, let's
zero-initialize it during allocation to make sure that it can't be ever used
to leak kernel memory via specially-crafted report.	hot",OK
CVE-2024-50334,2025-08-18,hot,2025-01-07,,Jan 7 2025 run (2024 CVEs),2024\predictions-jan-7-run.txt,"CVE-2024-50334	Erudika	scoold	Scoold is a Q&A and a knowledge sharing platform for teams. A semicolon path injection vulnerability was found on the /api;/config endpoint. By appending a semicolon in the URL, attackers can bypass authentication and gain unauthorised access to sensitive configuration data. Furthermore, PUT requests on the /api;/config endpoint while setting the Content-Type: application/hocon header allow unauthenticated attackers to file reading via HOCON file inclusion. This allows attackers to retrieve sensitive information such as configuration files from the server, which can be leveraged for further exploitation. The vulnerability has been fixed in Scoold 1.64.0. A workaround would be to disable the Scoold API with scoold.api_enabled = false.	hot",OK
CVE-2024-51211,2025-07-21,hot,2025-01-07,,Jan 7 2025 run (2024 CVEs),2024\predictions-jan-7-run.txt,"CVE-2024-51211			SQL injection vulnerability exists in OS4ED openSIS-Classic Version 9.1, specifically in the resetuserinfo.php file. The vulnerability is due to improper input validation of the $username_stn_id parameter, which can be manipulated by an attacker to inject arbitrary SQL commands.	hot",OK
CVE-2024-52490,2026-04-23,hot,2025-01-17,,Jan 17 2025 run (2024 CVEs),2024\2024-predictions-jan-17-run.txt,CVE-2024-52490	hot	Pathomation	Pathomation	Unrestricted Upload of File with Dangerous Type vulnerability in Pathomation allows Upload a Web Shell to a Web Server.This issue affects Pathomation: from n/a through 2.5.1.	,OK
CVE-2024-52763,2025-06-07,hot,2025-01-07,,Jan 7 2025 run (2024 CVEs),2024\predictions-jan-7-run.txt,"CVE-2024-52763			A cross-site scripting (XSS) vulnerability in the component /graph_all_periods.php of Ganglia-web v3.73 to v3.75 allows attackers to execute arbitrary web scripts or HTML via a crafted payload injected into the ""g"" parameter.	hot",OK
CVE-2024-53104,2025-02-05,neutral,2025-01-03,,Jan 3 2025 run (2024 CVEs),2024\2024-predictions.txt,"17109	CVE-2024-53104	Linux	Linux	In the Linux kernel, the following vulnerability has been resolved:

media: uvcvideo: Skip parsing frames of type UVC_VS_UNDEFINED in uvc_parse_format

This can lead to out of bounds writes since frames of this type were not
taken into account when calculating the size of the frames buffer in
uvc_parse_streaming.	neutral	hot",OK
CVE-2024-53150,2025-04-09,hot,2025-01-07,,Jan 7 2025 run (2024 CVEs),2024\predictions-jan-7-run.txt,"CVE-2024-53150	Linux	Linux	In the Linux kernel, the following vulnerability has been resolved:

ALSA: usb-audio: Fix out of bounds reads when finding clock sources

The current USB-audio driver code doesn't check bLength of each
descriptor at traversing for clock descriptors.  That is, when a
device provides a bogus descriptor with a shorter bLength, the driver
might hit out-of-bounds reads.

For addressing it, this patch adds sanity checks to the validator
functions for the clock descriptor traversal.  When the descriptor
length is shorter than expected, it's skipped in the loop.

For the clock source and clock multiplier descriptors, we can just
check bLength against the sizeof() of each descriptor type.
OTOH, the clock selector descriptor of UAC2 and UAC3 has an array
of bNrInPins elements and two more fields at its tail, hence those
have to be checked in addition to the sizeof() check.	hot",OK
CVE-2024-53197,2025-04-09,neutral,2025-01-03,,Jan 3 2025 run (2024 CVEs),2024\2024-predictions.txt,"16961	CVE-2024-53197	Linux	Linux	In the Linux kernel, the following vulnerability has been resolved:

ALSA: usb-audio: Fix potential out-of-bound accesses for Extigy and Mbox devices

A bogus device can provide a bNumConfigurations value that exceeds the
initial value used in usb_get_configuration for allocating dev->config.

This can lead to out-of-bounds accesses later, e.g. in
usb_destroy_configuration.	neutral	hot",OK
CVE-2024-5334,2025-06-28,neutral,2025-01-03,,Jan 3 2025 run (2024 CVEs),2024\2024-predictions.txt,"26891	CVE-2024-5334	stitionai	stitionai/devika	A local file read vulnerability exists in the stitionai/devika repository, affecting the latest version. The vulnerability is due to improper handling of the 'snapshot_path' parameter in the '/api/get-browser-snapshot' endpoint. An attacker can exploit this vulnerability by crafting a request with a malicious 'snapshot_path' parameter, leading to arbitrary file read from the system. This issue impacts the security of the application by allowing unauthorized access to sensitive files on the server.	neutral	hot",OK
CVE-2024-53375,2025-11-26,hot,2025-01-07,,Jan 7 2025 run (2024 CVEs),2024\predictions-jan-7-run.txt,"CVE-2024-53375			An Authenticated Remote Code Execution (RCE) vulnerability affects the TP-Link Archer router series. A vulnerability exists in the ""tmp_get_sites"" function of the HomeShield functionality provided by TP-Link. This vulnerability is still exploitable without the activation of the HomeShield functionality.	hot",OK
CVE-2024-53704,2025-02-18,hot,2025-01-17,,Jan 17 2025 run (2024 CVEs),2024\2024-predictions-jan-17-run.txt,CVE-2024-53704	hot	SonicWall	SonicOS	An Improper Authentication vulnerability in the SSLVPN authentication mechanism allows a remote attacker to bypass authentication.	,OK
CVE-2024-53900,2025-11-27,hot,2025-01-17,,Jan 17 2025 run (2024 CVEs),2024\2024-predictions-jan-17-run.txt,"CVE-2024-53900	hot			Mongoose before 8.8.3 can improperly use $where in match, leading to search injection.	",OK
CVE-2024-54006,2025-11-07,hot,2025-01-17,,Jan 17 2025 run (2024 CVEs),2024\2024-predictions-jan-17-run.txt,CVE-2024-54006	hot	Hewlett Packard Enterprise (HPE)	HPE Aruba Networking 501 Wireless Client Bridge	Multiple command injection vulnerabilities exist in the web interface of the 501 Wireless Client Bridge which could lead to authenticated remote command execution. Successful exploitation of these vulnerabilities result in the ability of an attacker to execute arbitrary commands as a privileged user on the underlying operating system. Exploitation requires administrative authentication credentials on the host system.	,OK
CVE-2024-54763,2025-08-18,hot,2025-01-17,,Jan 17 2025 run (2024 CVEs),2024\2024-predictions-jan-17-run.txt,CVE-2024-54763	hot			An access control issue in the component /login/hostinfo.cgi of ipTIME A2004 v12.17.0 allows attackers to obtain sensitive information without authentication.	,OK
CVE-2024-54764,2025-08-18,hot,2025-01-17,,Jan 17 2025 run (2024 CVEs),2024\2024-predictions-jan-17-run.txt,CVE-2024-54764	hot			An access control issue in the component /login/hostinfo2.cgi of ipTIME A2004 v12.17.0 allows attackers to obtain sensitive information without authentication.	,OK
CVE-2024-55550,2025-01-22,hot,2025-01-07,,Jan 7 2025 run (2024 CVEs),2024\predictions-jan-7-run.txt,"CVE-2024-55550			Mitel MiCollab through 9.8 SP2 could allow an authenticated attacker with administrative privilege to conduct a local file read, due to insufficient input sanitization. A successful exploit could allow the authenticated admin attacker to access resources that are constrained to the admin access level, and the disclosure is limited to non-sensitive system information. This vulnerability does not allow file modification or privilege escalation.	hot",OK
CVE-2024-56064,2025-09-30,hot,2025-01-07,,Jan 7 2025 run (2024 CVEs),2024\predictions-jan-7-run.txt,CVE-2024-56064	Azzaroco	WP SuperBackup	Unrestricted Upload of File with Dangerous Type vulnerability in Azzaroco WP SuperBackup allows Upload a Web Shell to a Web Server.This issue affects WP SuperBackup: from n/a through 2.3.3.	hot,OK
CVE-2024-57726,2026-04-24,hot,2026-02-08,,May 24 2025 run (2024 CVEs),2024\2024-output-may-24.txt,CVE-2024-57726			SimpleHelp remote support software v5.5.7 and before has a vulnerability that allows low-privileges technicians to create API keys with excessive permissions. These API keys can be used to escalate privileges to the server admin role.	hot,OK
CVE-2024-57728,2026-04-24,hot,2026-02-08,,May 24 2025 run (2024 CVEs),2024\2024-output-may-24.txt,CVE-2024-57728			SimpleHelp remote support software v5.5.7 and before allows admin users to upload arbitrary files anywhere on the file system by uploading a crafted zip file (i.e. zip slip). This can be exploited to execute arbitrary code on the host in the context of the SimpleHelp server user.	hot,OK
CVE-2024-5827,2025-08-19,neutral,2025-01-03,,Jan 3 2025 run (2024 CVEs),2024\2024-predictions.txt,"27225	CVE-2024-5827	vanna-ai	vanna-ai/vanna	Vanna v0.3.4 is vulnerable to SQL injection in its DuckDB integration exposed to its Flask Web APIs. Attackers can inject malicious SQL training data and generate corresponding queries to write arbitrary files on the victim's file system, such as backdoor.php with contents `<?php system($_GET[0]); ?>`. This can lead to command execution or the creation of backdoors.	neutral	hot",OK
CVE-2024-5932,2025-03-19,hot,2025-01-07,,Jan 7 2025 run (2024 CVEs),2024\predictions-jan-7-run.txt,"CVE-2024-5932	webdevmattcrom	GiveWP â€“ Donation Plugin and Fundraising Platform	The GiveWP â€“ Donation Plugin and Fundraising Platform plugin for WordPress is vulnerable to PHP Object Injection in all versions up to, and including, 3.14.1 via deserialization of untrusted input from the 'give_title' parameter. This makes it possible for unauthenticated attackers to inject a PHP Object. The additional presence of a POP chain allows attackers to execute code remotely, and to delete arbitrary files.	hot",OK
CVE-2024-6047,2025-05-07,neutral,2025-01-03,,Jan 3 2025 run (2024 CVEs),2024\2024-predictions.txt,1710	CVE-2024-6047	GeoVision	GV_DSP_LPR_V2	** UNSUPPPORTED WHEN ASSIGNED ** Certain EOL GeoVision devices fail to properly filter user input for the specific functionality. Unauthenticated remote attackers can exploit this vulnerability to inject and execute arbitrary system commands on the device.	neutral	hot,OK
CVE-2024-6205,2025-01-22,neutral,2025-01-03,,Jan 3 2025 run (2024 CVEs),2024\2024-predictions.txt,"1063	CVE-2024-6205	Unknown	PayPlus Payment Gateway	The PayPlus Payment Gateway WordPress plugin before 6.6.9 does not properly sanitise and escape a parameter before using it in a SQL statement via a WooCommerce API route available to unauthenticated users, leading to an SQL injection vulnerability.	neutral	hot",OK
CVE-2024-6235,2025-10-17,neutral,2025-01-03,,Jan 3 2025 run (2024 CVEs),2024\2024-predictions.txt,1301	CVE-2024-6235	NetScaler	NetScaler Console	Sensitive information disclosureÂ inÂ NetScaler Console	neutral	hot,OK
CVE-2024-6250,2026-02-20,neutral,2025-01-03,,Jan 3 2025 run (2024 CVEs),2024\2024-predictions.txt,"1736	CVE-2024-6250	parisneo	parisneo/lollms-webui	An absolute path traversal vulnerability exists in parisneo/lollms-webui v9.6, specifically in the `open_file` endpoint of `lollms_advanced.py`. The `sanitize_path` function with `allow_absolute_path=True` allows an attacker to access arbitrary files and directories on a Windows system. This vulnerability can be exploited to read any file and list arbitrary directories on the affected system.	neutral	hot",OK
CVE-2024-6298,2025-02-02,neutral,2025-01-03,,Jan 3 2025 run (2024 CVEs),2024\2024-predictions.txt,"1337	CVE-2024-6298	ABB	ASPECT-Enterprise	Unauthorized file access in WEB Server in ABB ASPECT - Enterprise v3.08.01; NEXUS Series

 v3.08.01

; MATRIX Series 

 v3.08.01 allows Attacker to execute arbitrary code remotely	neutral	hot",OK
CVE-2024-6409,2025-03-12,neutral,2025-01-03,,Jan 3 2025 run (2024 CVEs),2024\2024-predictions.txt,"1300	CVE-2024-6409	Red Hat	Red Hat Enterprise Linux 9	A race condition vulnerability was discovered in how signals are handled by OpenSSH's server (sshd). If a remote attacker does not authenticate within a set time period, then sshd's SIGALRM handler is called asynchronously. However, this signal handler calls various functions that are not async-signal-safe, for example, syslog(). As a consequence of a successful attack, in the worst case scenario, an attacker may be able to perform a remote code execution (RCE) as an unprivileged user running the sshd server.	neutral	hot",OK
CVE-2024-6648,2026-06-23,hot,2026-02-08,,May 24 2025 run (2024 CVEs),2024\2024-output-may-24.txt,"CVE-2024-6648	Apollo Theme	AP Page Builder	Absolute Path Traversal vulnerability in AP Page Builder versions prior to 4.0.0 could allow an unauthenticated remote user to modify the 'product_item_path' within the 'config' JSON file, allowing them to read any file on the system.	hot",OK
CVE-2024-6782,2026-01-20,neutral,2025-01-03,,Jan 3 2025 run (2024 CVEs),2024\2024-predictions.txt,1234	CVE-2024-6782	Calibre	Calibre	Improper access control in Calibre 6.9.0 ~ 7.14.0 allow unauthenticated attackers to achieve remote code execution.	neutral	hot,OK
CVE-2024-6893,2025-08-19,neutral,2025-01-03,,Jan 3 2025 run (2024 CVEs),2024\2024-predictions.txt,"1463	CVE-2024-6893	Journyx	Journyx (jtime)	The ""soap_cgi.pyc"" API handler allows the XML body of SOAP requests to contain references to external entities. This allows an unauthenticated attacker to read local files, perform server-side request forgery, and overwhelm the web server resources.	neutral	hot",OK
CVE-2024-7029,2025-08-19,neutral,2025-01-03,,Jan 3 2025 run (2024 CVEs),2024\2024-predictions.txt,1957	CVE-2024-7029	AVTech	AVM1203 (IP Camera)	Commands can be injected over the network and executed without authentication.	neutral	hot,OK
CVE-2024-7314,2025-05-27,neutral,2025-01-03,,Jan 3 2025 run (2024 CVEs),2024\2024-predictions.txt,"2565	CVE-2024-7314	anji-plus	AJ-Report	anji-plus AJ-Report is affected by an authentication bypass vulnerability. A remote and unauthenticated attacker can append "";swagger-ui"" to HTTP requests to bypass authentication and execute arbitrary Java on the victim server.	neutral	hot",OK
CVE-2024-7344,2025-09-26,hot,2025-01-17,,Jan 17 2025 run (2024 CVEs),2024\2024-predictions-jan-17-run.txt,"CVE-2024-7344	hot	Radix	SmartRecovery	Howyar UEFI Application ""Reloader""  (32-bit and 64-bit)  is vulnerable to execution of unsigned software in a hardcoded path.	",OK
CVE-2024-7399,2025-07-10,neutral,2025-01-03,,Jan 3 2025 run (2024 CVEs),2024\2024-predictions.txt,1854	CVE-2024-7399	Samsung Electronics	MagicINFO 9 Server	Improper limitation of a pathname to a restricted directory vulnerability in Samsung MagicINFO 9 Server version before 21.1050 allows attackers to write arbitrary file as system authority.	neutral	hot,OK
CVE-2024-7694,2026-02-17,neutral,2025-01-03,,Jan 3 2025 run (2024 CVEs),2024\2024-predictions.txt,"2418	CVE-2024-7694	TeamT5	ThreatSonar Anti-Ransomware	ThreatSonar Anti-Ransomware from TeamT5 does not properly validate the content of uploaded files. Remote attackers with  administrator privileges on the product platform can upload malicious files, which can be used to execute arbitrary system command on the server.	neutral	hot",OK
CVE-2024-8068,2025-08-25,neutral,2025-01-03,,Jan 3 2025 run (2024 CVEs),2024\2024-predictions.txt,4917	CVE-2024-8068	Citrix	Citrix Session Recording	Privilege escalation to NetworkService Account accessÂ in Citrix Session Recording when an attacker is an authenticated user in the same Windows Active Directory domain as the session recording server domain	neutral	hot,OK
CVE-2024-8069,2025-08-25,neutral,2025-01-03,,Jan 3 2025 run (2024 CVEs),2024\2024-predictions.txt,5104	CVE-2024-8069	Citrix Session Recording	Citrix Session Recording	Limited remote code execution with privilege of a NetworkService Account accessÂ inÂ Citrix Session Recording if the attacker is an authenticated user on the same intranet as the session recording server	neutral	hot,OK
CVE-2024-8503,2025-03-19,neutral,2025-01-03,,Jan 3 2025 run (2024 CVEs),2024\2024-predictions.txt,"4667	CVE-2024-8503	VICIdial	VICIdial	An unauthenticated attacker can leverage a time-based SQL injection vulnerability in VICIdial to enumerate database records. By default, VICIdial stores plaintext credentials within the database.	neutral	hot",OK
CVE-2024-8752,2025-08-19,neutral,2025-01-03,,Jan 3 2025 run (2024 CVEs),2024\2024-predictions.txt,4755	CVE-2024-8752	Smart HMI	WebIQ	The Windows version of WebIQ 2.15.9 is affected by a directory traversal vulnerability that allows remote attackers to read any file on the system.	neutral	hot,OK
CVE-2024-8856,2025-03-19,hot,2025-01-07,,Jan 7 2025 run (2024 CVEs),2024\predictions-jan-7-run.txt,"CVE-2024-8856	revmakx	Backup and Staging by WP Time Capsule	The Backup and Staging by WP Time Capsule plugin for WordPress is vulnerable to arbitrary file uploads due to missing file type validation in the the UploadHandler.php file and no direct file access prevention in all versions up to, and including, 1.22.21. This makes it possible for unauthenticated attackers to upload arbitrary files on the affected site's server which may make remote code execution possible.	hot",OK
CVE-2024-9593,2025-03-11,neutral,2025-01-03,,Jan 3 2025 run (2024 CVEs),2024\2024-predictions.txt,"11593	CVE-2024-9593	Scott Paterson	Time Clock Pro	The Time Clock plugin and Time Clock Pro plugin for WordPress are vulnerable to Remote Code Execution in versions up to, and including, 1.2.2 (for Time Clock) and 1.1.4 (for Time Clock Pro) via the 'etimeclockwp_load_function_callback' function. This allows unauthenticated attackers to execute code on the server. The invoked function's parameters cannot be specified.	neutral	hot",OK
CVE-2025-0107,2025-06-25,hot,2025-01-15,,Jan 15 2025 run,2025\jan-15-run.txt,"637	CVE-2025-0107	Palo Alto Networks	Cloud NGFW	** UNSUPPPORTED WHEN ASSIGNED ** An OS command injection vulnerability in Palo Alto Networks Expedition enables an authenticated attacker to run arbitrary OS commands as the www-data user in Expedition, which results in the disclosure of usernames, cleartext passwords, device configurations, and device API keys for firewalls running PAN-OS software.	hot",OK
CVE-2025-0108,2025-02-18,hot,2025-02-17,,Feb 2025 run,2025\feb-15-run.txt,"CVE-2025-0108	Palo Alto Networks	Cloud NGFW	An authentication bypass in the Palo Alto Networks PAN-OS software enables an unauthenticated attacker with network access to the management web interface to bypass the authentication otherwise required by the PAN-OS management web interface and invoke certain PHP scripts. While invoking these PHP scripts does not enable remote code execution, it can negatively impact integrity and confidentiality of PAN-OS.

You can greatly reduce the risk of this issue by restricting access to the management web interface to only trusted internal IP addresses according to our recommended  best practices deployment guidelines https://live.paloaltonetworks.com/t5/community-blogs/tips-amp-tricks-how-to-secure-the-management-access-of-your-palo/ba-p/464431 .

This issue does not affect Cloud NGFW or Prisma Access software.	hot",OK
CVE-2025-0111,2025-02-20,hot,2025-02-17,,Feb 2025 run,2025\feb-15-run.txt,"CVE-2025-0111	Palo Alto Networks	Cloud NGFW	An authenticated file read vulnerability in the Palo Alto Networks PAN-OS software enables an authenticated attacker with network access to the management web interface to read files on the PAN-OS filesystem that are readable by the �nobody� user.

You can greatly reduce the risk of this issue by restricting access to the management web interface to only trusted internal IP addresses according to our recommended  best practices deployment guidelines https://live.paloaltonetworks.com/t5/community-blogs/tips-amp-tricks-how-to-secure-the-management-access-of-your-palo/ba-p/464431 .



This issue does not affect Cloud NGFW or Prisma Access software.	hot",OK
CVE-2025-0520,2026-04-10,n/a (no rating column),2025-05-08,,May 2025 run,2025\may-8-run.txt,"9582	CVE-2025-0520	ShowDoc	ShowDoc	An unrestricted file upload vulnerability in ShowDoc caused by improper validation of file extension allows execution of arbitrary PHP, leading to remote code execution.This issue affects ShowDoc: before 2.8.7.	hot",OK
CVE-2025-0626,2026-01-20,hot,2025-02-17,,Feb 2025 run,2025\feb-15-run.txt,"CVE-2025-0626	Contec Health	CMS8000 Patient Monitor	Contec Health CMS8000 Patient Monitor sends out remote access requests to a hard-coded IP address, bypassing existing device network settings to do so. This could serve as a backdoor and lead to a malicious actor being able to upload and overwrite files on the device.	hot",OK
CVE-2025-0674,2025-08-19,hot,2025-02-17,,Feb 2025 run,2025\feb-15-run.txt,"CVE-2025-0674	Elber	Cleber/3 Broadcast Multi-Purpose Platform	Multiple Elber products are affected by an authentication bypass 
vulnerability which allows unauthorized access to the password 
management functionality. Attackers can exploit this issue by 
manipulating the endpoint to overwrite any user's password within the 
system. This grants them unauthorized administrative access to protected
 areas of the application, compromising the device's system security.	hot",OK
CVE-2025-0683,2026-01-20,hot,2025-02-17,,Feb 2025 run,2025\feb-15-run.txt,"CVE-2025-0683	Contec Health	CMS8000 Patient Monitor	In its default configuration, Contec Health CMS8000 Patient Monitor transmits plain-text 
patient data to a hard-coded public IP address when a patient is hooked 
up to the monitor. This could lead to a leakage of confidential patient 
data to any device with that IP address or an attacker in a 
machine-in-the-middle scenario.	hot",OK
CVE-2025-0890,2026-01-20,hot,2025-02-17,,Feb 2025 run,2025\feb-15-run.txt,"CVE-2025-0890	Zyxel	VMG4325-B10A firmware	**UNSUPPORTED WHEN ASSIGNED**
Insecure default credentials for the Telnet function in the legacy DSL CPE Zyxel VMG4325-B10A firmware version 1.00(AAFR.4)C0_20170615 could allow an attacker to log in to the management interface if the administrators have the option to change the default credentials but fail to do so.	hot",OK
CVE-2025-10123,2026-08-13,warm,2025-12-02,,December 2025 run,2025\November\december-2-ratings.txt,CVE-2025-10123	2025-09-09 02:32:10.145000+00:00	D-Link DIR-823X set_static_leases sub_415028 command injection	A vulnerability was determined in D-Link DIR-823X up to 250416. Affected by this vulnerability is the function sub_415028 of the file /goform/set_static_leases. Executing manipulation of the argument Hostname can lead to command injection. The attack can be launched remotely. The exploit has been publicly disclosed and may be utilized.	D-Link	DIR-823X	7.3	HIGH	warm,OK
CVE-2025-10204,2025-12-31,warm,2025-12-02,,December 2025 run,2025\November\december-2-ratings.txt,CVE-2025-10204	2025-09-14 12:43:30.393000+00:00	Unauth Admin Reset Password on AC Smart II	A vulnerability has been discovered in AC Smart II where passwords can be changed without authorization. This page contains a hidden form for resetting the administrator password. The attacker can manipulate the page using developer tools to display and use the form. This form allows you to change the administrator password without verifying login status or user permissions.	LG Electronics	AC Smart II			warm,OK
CVE-2025-1023,2026-02-01,n/a (no rating column),2025-05-08,,May 2025 run,2025\may-8-run.txt,"10281	CVE-2025-1023	ChurchCRM	ChurchCRM	A vulnerability exists in ChurchCRM5.13.0 and priorthat allows an attacker to execute arbitrary SQL queries by exploiting a time-based blind SQL Injectionvulnerability in the EditEventTypesfunctionality. The newCountNameparameter is directly concatenated into an SQL query without proper sanitization, allowing an attacker to manipulate database queries and execute arbitrary commands, potentially leading to data exfiltration, modification, or deletion.	hot",OK
CVE-2025-10353,2026-03-10,hot,2025-12-02,,December 2025 run,2025\November\december-2-ratings.txt,CVE-2025-10353	2025-10-08 10:47:55.067000+00:00	Missing Authorization vulnerability in Melis Platform	File upload leading to remote code execution (RCE) in the “melis-cms-slider” module of Melis Technology's Melis Platform. This vulnerability allows an attacker to upload a malicious file via a POST request to '/melis/MelisCmsSlider/MelisCmsSliderDetails/saveDetailsForm' using the 'mcsdetail_img' parameter.	Melis Technology	Melis Platform			hot,OK
